"a2.1","a2.2","a2.3","a2.4","a2.5","a2.6","a2.7","a2.8","a2.9","a2.10","a2.11","a2.12","a2.13","a2.14","a2.15","a2.16","a2.17","a2.18","a2.19","a2.20","a2.21","a2.22","a2.23","a2.24","a2.25","a2.26","a2.27","a2.28","a2.29","a2.30","a2.31","a2.32","a2.33","a2.34","a2.35","a2.36","a2.37","a2.38","a2.39","a2.40","a2.41","a2.42","a2.43","a2.44","a2.45","a2.46","a2.47","a2.48","a2.49","a2.50","a2.51","a2.52","a2.53","a2.54","a2.55","a2.56","a2.57","a2.58","a2.59","a2.60","a2.61","a2.62","a2.63","a2.64","a2.65","a2.66","a2.67","a2.68","a2.69","a2.70","a2.71","a2.72","a2.73","a2.74","a2.75","a2.76","a2.77","a2.78","a2.79","a2.80","a2.81","a2.82","a2.83","a2.84","a2.85","a2.86","a2.87","a2.88","a2.89","a2.90","a2.91","a2.92","a2.93","a2.94","a2.95","a2.96","a2.97","a2.98","a2.99","a2.100","a2.101","a2.102","a2.103","a2.104","a2.105","a2.106","a2.107","a2.108","a2.109","a2.110","a2.111","a2.112","a2.113","a2.114","a2.115","a2.116","a2.117","a2.118","a2.119","a2.120"
"000000","672","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","2","353019","00001010","edm","paicipantresponseblue","correct","416","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","4","358649","00001030","edm","paicipantresponseblue","correct","427","ball","67","ball","colorred","practice","num0","typepractice","singlestim","6","364288","00001050","edc","paicipantresponsered","correct","370","cat","67","cat","colorred","practice","num0","typepractice","singlestim","8","369872","00001070","edc","paicipantresponsered","correct","455","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","10","375538","00001090","edm","paicipantresponseblue","correct","418","desk","67","desk","colorred","practice","num0","typepractice","singlestim","12","381168","000010110","edc","paicipantresponsered","correct","590","radio","67","radio","colorred","practice","num0","typepractice","singlestim","14","386965","000010130","edc","paicipantresponsered","correct","426","table","77","table","colorblue","practice","num0","typepractice","singlestim","16","392601","000010150","edm","paicipantresponseblue"
"000000","973","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","2","432979","00001010","edm","paicipantresponseblue","correct","873","desk","67","desk","colorred","practice","num0","typepractice","singlestim","4","439056","00001030","edc","paicipantresponsered","correct","470","ball","77","ball","colorred","practice","num0","typepractice","singlestim","6","444732","00001050","edm","paicipantresponseblue","incorrect","608","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","8","450543","00001070","edm","paicipantresponseblue","correct","436","radio","67","radio","colorred","practice","num0","typepractice","singlestim","10","456185","00001090","edc","paicipantresponsered","correct","470","table","77","table","colorblue","practice","num0","typepractice","singlestim","12","461859","000010110","edm","paicipantresponseblue","correct","725","cat","67","cat","colorred","practice","num0","typepractice","singlestim","14","467805","000010130","edc","paicipantresponsered","correct","365","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","16","473377","000010150","edm","paicipantresponseblue"
"000000","360","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","2","57897","00001010","edm","paicipantresponseblue","correct","332","desk","67","desk","colorred","practice","num0","typepractice","singlestim","4","63436","00001030","edc","paicipantresponsered","correct","370","cat","67","cat","colorred","practice","num0","typepractice","singlestim","6","69011","00001050","edc","paicipantresponsered","correct","390","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","8","74604","00001070","edm","paicipantresponseblue","correct","396","radio","67","radio","colorred","practice","num0","typepractice","singlestim","10","80204","00001090","edc","paicipantresponsered","correct","483","table","77","table","colorblue","practice","num0","typepractice","singlestim","12","85889","000010110","edm","paicipantresponseblue","correct","786","ball","67","ball","colorred","practice","num0","typepractice","singlestim","14","91878","000010130","edc","paicipantresponsered","correct","338","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","16","97418","000010150","edm","paicipantresponseblue"
"000000","1201","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","2","8467","00001010","edm","paicipantresponseblue","correct","613","desk","67","desk","colorred","practice","num0","typepractice","singlestim","4","14286","00001030","edc","paicipantresponsered","correct","581","cat","67","cat","colorred","practice","num0","typepractice","singlestim","6","20073","00001050","edc","paicipantresponsered","correct","484","ball","67","ball","colorred","practice","num0","typepractice","singlestim","8","25763","00001070","edc","paicipantresponsered","correct","475","table","77","table","colorblue","practice","num0","typepractice","singlestim","10","31444","00001090","edm","paicipantresponseblue","correct","556","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","12","37206","000010110","edm","paicipantresponseblue","correct","428","radio","67","radio","colorred","practice","num0","typepractice","singlestim","14","42838","000010130","edc","paicipantresponsered","correct","424","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","16","48469","000010150","edm","paicipantresponseblue"
"000000","1067","desk","67","desk","colorred","practice","num0","typepractice","singlestim","2","13015","00001010","edc","paicipantresponsered","correct","555","cat","67","cat","colorred","practice","num0","typepractice","singlestim","4","18782","00001030","edc","paicipantresponsered","correct","477","table","77","table","colorblue","practice","num0","typepractice","singlestim","6","24469","00001050","edm","paicipantresponseblue","correct","579","ball","67","ball","colorred","practice","num0","typepractice","singlestim","8","30260","00001070","edc","paicipantresponsered","correct","502","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","10","35975","00001090","edm","paicipantresponseblue","correct","701","bag","67","bag","colorblue","practice","num0","typepractice","singlestim","12","41885","000010110","edc","paicipantresponsered","incorrect","740","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","14","47838","000010130","edm","paicipantresponseblue","correct","494","radio","67","radio","colorred","practice","num0","typepractice","singlestim","16","53542","000010150","edc","paicipantresponsered"
"000000","1437","cat","67","cat","colorred","practice","num0","typepractice","singlestim","2","31010","00001010","edc","paicipantresponsered","correct","588","radio","67","radio","colorred","practice","num0","typepractice","singlestim","4","36804","00001030","edc","paicipantresponsered","correct","772","table","77","table","colorblue","practice","num0","typepractice","singlestim","6","42786","00001050","edm","paicipantresponseblue","correct","686","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","8","48679","00001070","edm","paicipantresponseblue","correct","740","desk","67","desk","colorred","practice","num0","typepractice","singlestim","10","54629","00001090","edc","paicipantresponsered","correct","866","ball","67","ball","colorred","practice","num0","typepractice","singlestim","12","60706","000010110","edc","paicipantresponsered","correct","839","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","14","66762","000010130","edm","paicipantresponseblue","correct","1100","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","16","73076","000010150","edm","paicipantresponseblue"
"000000","468","desk","67","desk","colorred","practice","num0","typepractice","singlestim","2","50320","00001010","edc","paicipantresponsered","correct","401","cat","67","cat","colorred","practice","num0","typepractice","singlestim","4","55937","00001030","edc","paicipantresponsered","correct","443","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","6","61595","00001050","edm","paicipantresponseblue","correct","420","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","8","67226","00001070","edm","paicipantresponseblue","correct","420","ball","67","ball","colorred","practice","num0","typepractice","singlestim","10","72859","00001090","edc","paicipantresponsered","correct","529","radio","67","radio","colorred","practice","num0","typepractice","singlestim","12","78605","000010110","edc","paicipantresponsered","correct","432","table","77","table","colorblue","practice","num0","typepractice","singlestim","14","84254","000010130","edm","paicipantresponseblue","correct","467","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","16","89933","000010150","edm","paicipantresponseblue"
"000000","894","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","2","48844","00001010","edm","paicipantresponseblue","correct","608","table","77","table","colorblue","practice","num0","typepractice","singlestim","4","54658","00001030","edm","paicipantresponseblue","correct","436","ball","67","ball","colorred","practice","num0","typepractice","singlestim","6","60298","00001050","edc","paicipantresponsered","correct","828","desk","67","desk","colorred","practice","num0","typepractice","singlestim","8","66330","00001070","edc","paicipantresponsered","correct","562","cat","67","cat","colorred","practice","num0","typepractice","singlestim","10","72096","00001090","edc","paicipantresponsered","correct","572","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","12","77904","000010110","edm","paicipantresponseblue","correct","522","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","14","83632","000010130","edm","paicipantresponseblue","correct","768","radio","67","radio","colorred","practice","num0","typepractice","singlestim","16","89608","000010150","edc","paicipantresponsered"
"000000","547","radio","67","radio","colorred","practice","num0","typepractice","singlestim","2","8842","00001010","edc","paicipantresponsered","correct","474","desk","67","desk","colorred","practice","num0","typepractice","singlestim","4","14583","00001030","edc","paicipantresponsered","correct","354","ball","67","ball","colorred","practice","num0","typepractice","singlestim","6","20163","00001050","edc","paicipantresponsered","correct","391","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","8","25780","00001070","edm","paicipantresponseblue","correct","284","table","77","table","colorblue","practice","num0","typepractice","singlestim","10","31305","00001090","edm","paicipantresponseblue","correct","381","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","12","36917","000010110","edm","paicipantresponseblue","correct","334","cat","67","cat","colorred","practice","num0","typepractice","singlestim","14","42498","000010130","edc","paicipantresponsered","correct","379","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","16","48126","000010150","edm","paicipantresponseblue"
"000000","872","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","2","37095","00001010","edm","paicipantresponseblue","correct","391","desk","67","desk","colorred","practice","num0","typepractice","singlestim","4","42694","00001030","edc","paicipantresponsered","correct","398","radio","67","radio","colorred","practice","num0","typepractice","singlestim","6","48301","00001050","edc","paicipantresponsered","correct","416","table","77","table","colorblue","practice","num0","typepractice","singlestim","8","53923","00001070","edm","paicipantresponseblue","correct","344","cat","67","cat","colorred","practice","num0","typepractice","singlestim","10","59474","00001090","edc","paicipantresponsered","correct","422","ball","77","ball","colorred","practice","num0","typepractice","singlestim","12","65102","000010110","edm","paicipantresponseblue","incorrect","363","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","14","70671","000010130","edm","paicipantresponseblue","correct","511","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","16","76388","000010150","edm","paicipantresponseblue"
"000000","1842","table","77","table","colorblue","practice","num0","typepractice","singlestim","2","17551","00001010","edm","paicipantresponseblue","correct","584","ball","67","ball","colorred","practice","num0","typepractice","singlestim","4","23363","00001030","edc","paicipantresponsered","correct","1610","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","6","30197","00001050","edm","paicipantresponseblue","correct","905","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","8","36317","00001070","edm","paicipantresponseblue","correct","764","cat","67","cat","colorred","practice","num0","typepractice","singlestim","10","42294","00001090","edc","paicipantresponsered","correct","687","desk","67","desk","colorred","practice","num0","typepractice","singlestim","12","48191","000010110","edc","paicipantresponsered","correct","655","radio","67","radio","colorred","practice","num0","typepractice","singlestim","14","54061","000010130","edc","paicipantresponsered","correct","814","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","16","60088","000010150","edm","paicipantresponseblue"
"000000","1598","radio","67","radio","colorred","practice","num0","typepractice","singlestim","2","46646","00001010","edc","paicipantresponsered","correct","746","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","4","52598","00001030","edm","paicipantresponseblue","correct","562","desk","67","desk","colorred","practice","num0","typepractice","singlestim","6","58366","00001050","edc","paicipantresponsered","correct","761","table","77","table","colorblue","practice","num0","typepractice","singlestim","8","64334","00001070","edm","paicipantresponseblue","correct","890","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","10","70430","00001090","edm","paicipantresponseblue","correct","524","cat","67","cat","colorred","practice","num0","typepractice","singlestim","12","76161","000010110","edc","paicipantresponsered","correct","498","ball","67","ball","colorred","practice","num0","typepractice","singlestim","14","81865","000010130","edc","paicipantresponsered","correct","582","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","16","87653","000010150","edm","paicipantresponseblue"
"000000","504","ball","67","ball","colorred","practice","num0","typepractice","singlestim","2","14215","00001010","edc","paicipantresponsered","correct","446","cat","67","cat","colorred","practice","num0","typepractice","singlestim","4","19901","00001030","edc","paicipantresponsered","correct","349","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","6","25470","00001050","edm","paicipantresponseblue","correct","388","table","77","table","colorblue","practice","num0","typepractice","singlestim","8","31069","00001070","edm","paicipantresponseblue","correct","330","desk","67","desk","colorred","practice","num0","typepractice","singlestim","10","36605","00001090","edc","paicipantresponsered","correct","348","radio","67","radio","colorred","practice","num0","typepractice","singlestim","12","42157","000010110","edc","paicipantresponsered","correct","380","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","14","47742","000010130","edm","paicipantresponseblue","correct","410","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","16","53357","000010150","edm","paicipantresponseblue"
"000000","1372","ball","67","ball","colorred","practice","num0","typepractice","singlestim","2","21306","00001010","edc","paicipantresponsered","correct","559","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","4","27071","00001030","edm","paicipantresponseblue","correct","434","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","6","32711","00001050","edm","paicipantresponseblue","correct","385","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","8","38304","00001070","edm","paicipantresponseblue","correct","419","desk","67","desk","colorred","practice","num0","typepractice","singlestim","10","43929","00001090","edc","paicipantresponsered","correct","456","table","77","table","colorblue","practice","num0","typepractice","singlestim","12","49592","000010110","edm","paicipantresponseblue","correct","540","cat","67","cat","colorred","practice","num0","typepractice","singlestim","14","55340","000010130","edc","paicipantresponsered","correct","1016","radio","67","radio","colorred","practice","num0","typepractice","singlestim","16","61560","000010150","edc","paicipantresponsered"
"000000","1","ball","1","ball","colorred","practice","num0","typepractice","singlestim","2","16889","00001010","ed","incorrect","930","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","4","23028","00001030","edm","paicipantresponseblue","correct","634","table","77","table","colorblue","practice","num0","typepractice","singlestim","6","28871","00001050","edm","paicipantresponseblue","correct","419","radio","67","radio","colorred","practice","num0","typepractice","singlestim","8","34498","00001070","edc","paicipantresponsered","correct","1189","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","10","40896","00001090","edm","paicipantresponseblue","correct","560","cat","67","cat","colorred","practice","num0","typepractice","singlestim","12","46665","000010110","edc","paicipantresponsered","correct","742","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","14","52614","000010130","edm","paicipantresponseblue","correct","368","desk","67","desk","colorred","practice","num0","typepractice","singlestim","16","58189","000010150","edc","paicipantresponsered","correct"
"000000","894","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","2","34965","00001010","edm","paicipantresponseblue","correct","858","ball","67","ball","colorred","practice","num0","typepractice","singlestim","4","41030","00001030","edc","paicipantresponsered","correct","594","table","77","table","colorblue","practice","num0","typepractice","singlestim","6","46830","00001050","edm","paicipantresponseblue","correct","366","cat","67","cat","colorred","practice","num0","typepractice","singlestim","8","52402","00001070","edc","paicipantresponsered","correct","527","radio","67","radio","colorred","practice","num0","typepractice","singlestim","10","58135","00001090","edc","paicipantresponsered","correct","369","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","12","63710","000010110","edm","paicipantresponseblue","correct","455","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","14","69371","000010130","edm","paicipantresponseblue","correct","355","desk","67","desk","colorred","practice","num0","typepractice","singlestim","16","74932","000010150","edc","paicipantresponsered"
"000000","655","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","2","15675","00001010","edm","paicipantresponseblue","correct","451","radio","67","radio","colorred","practice","num0","typepractice","singlestim","4","21330","00001030","edc","paicipantresponsered","correct","454","table","77","table","colorblue","practice","num0","typepractice","singlestim","6","26990","00001050","edm","paicipantresponseblue","correct","314","cat","67","cat","colorred","practice","num0","typepractice","singlestim","8","32508","00001070","edc","paicipantresponsered","correct","347","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","10","38061","00001090","edm","paicipantresponseblue","correct","459","ball","67","ball","colorred","practice","num0","typepractice","singlestim","12","43726","000010110","edc","paicipantresponsered","correct","345","desk","67","desk","colorred","practice","num0","typepractice","singlestim","14","49278","000010130","edc","paicipantresponsered","correct","351","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","16","54835","000010150","edm","paicipantresponseblue"
"000000","1","cat","1","cat","colorred","practice","num0","typepractice","singlestim","2","51724","00001010","ed","incorrect","741","desk","67","desk","colorred","practice","num0","typepractice","singlestim","4","57672","00001030","edc","paicipantresponsered","correct","430","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","6","63309","00001050","edm","paicipantresponseblue","correct","636","table","77","table","colorblue","practice","num0","typepractice","singlestim","8","69150","00001070","edm","paicipantresponseblue","correct","427","radio","67","radio","colorred","practice","num0","typepractice","singlestim","10","74781","00001090","edc","paicipantresponsered","correct","685","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","12","80671","000010110","edm","paicipantresponseblue","correct","585","ball","67","ball","colorred","practice","num0","typepractice","singlestim","14","86460","000010130","edc","paicipantresponsered","correct","493","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","16","92159","000010150","edm","paicipantresponseblue","correct"
"000000","670","cat","67","cat","colorred","practice","num0","typepractice","singlestim","2","31047","00001010","edc","paicipantresponsered","correct","414","table","77","table","colorblue","practice","num0","typepractice","singlestim","4","36667","00001030","edm","paicipantresponseblue","correct","534","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","6","42406","00001050","edm","paicipantresponseblue","correct","598","desk","67","desk","colorred","practice","num0","typepractice","singlestim","8","48209","00001070","edc","paicipantresponsered","correct","516","radio","67","radio","colorred","practice","num0","typepractice","singlestim","10","53929","00001090","edc","paicipantresponsered","correct","623","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","12","59756","000010110","edm","paicipantresponseblue","correct","482","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","14","65444","000010130","edm","paicipantresponseblue","correct","313","ball","67","ball","colorred","practice","num0","typepractice","singlestim","16","70963","000010150","edc","paicipantresponsered"
"000000","409","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","2","34360","00001010","edm","paicipantresponseblue","correct","357","cat","67","cat","colorred","practice","num0","typepractice","singlestim","4","39927","00001030","edc","paicipantresponsered","correct","464","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","6","45601","00001050","edm","paicipantresponseblue","correct","358","ball","67","ball","colorred","practice","num0","typepractice","singlestim","8","51171","00001070","edc","paicipantresponsered","correct","546","desk","67","desk","colorred","practice","num0","typepractice","singlestim","10","56934","00001090","edc","paicipantresponsered","correct","377","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","12","62520","000010110","edm","paicipantresponseblue","correct","473","radio","67","radio","colorred","practice","num0","typepractice","singlestim","14","68206","000010130","edc","paicipantresponsered","correct","444","table","77","table","colorblue","practice","num0","typepractice","singlestim","16","73859","000010150","edm","paicipantresponseblue"
"000000","578","radio","67","radio","colorred","practice","num0","typepractice","singlestim","2","54291","00001010","edc","paicipantresponsered","correct","510","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","4","60015","00001030","edm","paicipantresponseblue","correct","486","cat","67","cat","colorred","practice","num0","typepractice","singlestim","6","65712","00001050","edc","paicipantresponsered","correct","544","desk","67","desk","colorred","practice","num0","typepractice","singlestim","8","71464","00001070","edc","paicipantresponsered","correct","524","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","10","77202","00001090","edm","paicipantresponseblue","correct","543","ball","67","ball","colorred","practice","num0","typepractice","singlestim","12","82955","000010110","edc","paicipantresponsered","correct","419","table","77","table","colorblue","practice","num0","typepractice","singlestim","14","88584","000010130","edm","paicipantresponseblue","correct","509","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","16","94303","000010150","edm","paicipantresponseblue"
"000000","1505","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","2","32255","00001010","edm","paicipantresponseblue","correct","343","table","77","table","colorblue","practice","num0","typepractice","singlestim","4","37802","00001030","edm","paicipantresponseblue","correct","371","radio","67","radio","colorred","practice","num0","typepractice","singlestim","6","43377","00001050","edc","paicipantresponsered","correct","328","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","8","48909","00001070","edm","paicipantresponseblue","correct","330","ball","67","ball","colorred","practice","num0","typepractice","singlestim","10","54441","00001090","edc","paicipantresponsered","correct","394","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","12","60040","000010110","edm","paicipantresponseblue","correct","366","cat","67","cat","colorred","practice","num0","typepractice","singlestim","14","65612","000010130","edc","paicipantresponsered","correct","681","desk","67","desk","colorred","practice","num0","typepractice","singlestim","16","71497","000010150","edc","paicipantresponsered"
"000000","590","desk","67","desk","colorred","practice","num0","typepractice","singlestim","2","59503","00001010","edc","paicipantresponsered","correct","525","cat","67","cat","colorred","practice","num0","typepractice","singlestim","4","65240","00001030","edc","paicipantresponsered","correct","451","ball","67","ball","colorred","practice","num0","typepractice","singlestim","6","70908","00001050","edc","paicipantresponsered","correct","588","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","8","76710","00001070","edm","paicipantresponseblue","correct","606","radio","67","radio","colorred","practice","num0","typepractice","singlestim","10","82531","00001090","edc","paicipantresponsered","correct","374","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","12","88117","000010110","edm","paicipantresponseblue","correct","492","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","14","93822","000010130","edm","paicipantresponseblue","correct","603","table","77","table","colorblue","practice","num0","typepractice","singlestim","16","99642","000010150","edm","paicipantresponseblue"
"000000","838","table","77","table","colorblue","practice","num0","typepractice","singlestim","2","41952","00001010","edm","paicipantresponseblue","correct","776","radio","67","radio","colorred","practice","num0","typepractice","singlestim","4","47938","00001030","edc","paicipantresponsered","correct","640","desk","67","desk","colorred","practice","num0","typepractice","singlestim","6","53786","00001050","edc","paicipantresponsered","correct","628","ball","67","ball","colorred","practice","num0","typepractice","singlestim","8","59618","00001070","edc","paicipantresponsered","correct","590","cat","67","cat","colorred","practice","num0","typepractice","singlestim","10","65414","00001090","edc","paicipantresponsered","correct","572","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","12","71200","000010110","edm","paicipantresponseblue","correct","498","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","14","76908","000010130","edm","paicipantresponseblue","correct","534","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","16","82646","000010150","edm","paicipantresponseblue"
"000000","940","desk","67","desk","colorred","practice","num0","typepractice","singlestim","2","24780","00001010","edc","paicipantresponsered","correct","377","table","77","table","colorblue","practice","num0","typepractice","singlestim","4","30368","00001030","edm","paicipantresponseblue","correct","345","radio","67","radio","colorred","practice","num0","typepractice","singlestim","6","35926","00001050","edc","paicipantresponsered","correct","476","cat","67","cat","colorred","practice","num0","typepractice","singlestim","8","41610","00001070","edc","paicipantresponsered","correct","436","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","10","47260","00001090","edm","paicipantresponseblue","correct","425","ball","67","ball","colorred","practice","num0","typepractice","singlestim","12","52896","000010110","edc","paicipantresponsered","correct","603","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","14","58710","000010130","edm","paicipantresponseblue","correct","848","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","16","64771","000010150","edm","paicipantresponseblue"
"000000","646","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","2","51557","00001010","edm","paicipantresponseblue","correct","583","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","4","57344","00001030","edm","paicipantresponseblue","correct","522","radio","67","radio","colorred","practice","num0","typepractice","singlestim","6","63072","00001050","edc","paicipantresponsered","correct","573","cat","67","cat","colorred","practice","num0","typepractice","singlestim","8","68851","00001070","edc","paicipantresponsered","correct","693","table","77","table","colorblue","practice","num0","typepractice","singlestim","10","74751","00001090","edm","paicipantresponseblue","correct","678","ball","67","ball","colorred","practice","num0","typepractice","singlestim","12","80636","000010110","edc","paicipantresponsered","correct","515","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","14","86357","000010130","edm","paicipantresponseblue","correct","659","desk","67","desk","colorred","practice","num0","typepractice","singlestim","16","92265","000010150","edc","paicipantresponsered"
"000000","1222","basket","67","basket","colorblue","practice","num0","typepractice","singlestim","2","55903","00001010","edc","paicipantresponsered","incorrect","986","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","4","62094","00001030","edm","paicipantresponseblue","correct","636","ball","67","ball","colorred","practice","num0","typepractice","singlestim","6","67933","00001050","edc","paicipantresponsered","correct","419","cat","67","cat","colorred","practice","num0","typepractice","singlestim","8","73558","00001070","edc","paicipantresponsered","correct","486","desk","67","desk","colorred","practice","num0","typepractice","singlestim","10","79249","00001090","edc","paicipantresponsered","correct","628","radio","67","radio","colorred","practice","num0","typepractice","singlestim","12","85082","000010110","edc","paicipantresponsered","correct","438","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","14","90724","000010130","edm","paicipantresponseblue","correct","316","table","67","table","colorblue","practice","num0","typepractice","singlestim","16","96243","000010150","edc","paicipantresponsered"
"000000","452","radio","67","radio","colorred","practice","num0","typepractice","singlestim","2","33712","00001010","edc","paicipantresponsered","correct","454","cat","67","cat","colorred","practice","num0","typepractice","singlestim","4","39374","00001030","edc","paicipantresponsered","correct","448","ball","67","ball","colorred","practice","num0","typepractice","singlestim","6","45032","00001050","edc","paicipantresponsered","correct","356","table","77","table","colorblue","practice","num0","typepractice","singlestim","8","50594","00001070","edm","paicipantresponseblue","correct","470","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","10","56270","00001090","edm","paicipantresponseblue","correct","410","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","12","61892","000010110","edm","paicipantresponseblue","correct","342","desk","67","desk","colorred","practice","num0","typepractice","singlestim","14","67440","000010130","edc","paicipantresponsered","correct","432","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","16","73076","000010150","edm","paicipantresponseblue"
"000000","922","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","2","36640","00001010","edm","paicipantresponseblue","correct","641","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","4","42491","00001030","edm","paicipantresponseblue","correct","634","ball","67","ball","colorred","practice","num0","typepractice","singlestim","6","48334","00001050","edc","paicipantresponsered","correct","444","cat","67","cat","colorred","practice","num0","typepractice","singlestim","8","53988","00001070","edc","paicipantresponsered","correct","630","table","77","table","colorblue","practice","num0","typepractice","singlestim","10","59833","00001090","edm","paicipantresponseblue","correct","566","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","12","65613","000010110","edm","paicipantresponseblue","correct","636","radio","67","radio","colorred","practice","num0","typepractice","singlestim","14","71459","000010130","edc","paicipantresponsered","correct","465","desk","67","desk","colorred","practice","num0","typepractice","singlestim","16","77137","000010150","edc","paicipantresponsered"
"000000","506","ball","67","ball","colorred","practice","num0","typepractice","singlestim","2","43969","00001010","edc","paicipantresponsered","correct","622","table","77","table","colorblue","practice","num0","typepractice","singlestim","4","49806","00001030","edm","paicipantresponseblue","correct","636","basket","77","basket","colorblue","practice","num0","typepractice","singlestim","6","55650","00001050","edm","paicipantresponseblue","correct","523","bag","77","bag","colorblue","practice","num0","typepractice","singlestim","8","61385","00001070","edm","paicipantresponseblue","correct","615","desk","67","desk","colorred","practice","num0","typepractice","singlestim","10","67210","00001090","edc","paicipantresponsered","correct","415","tape","77","tape","colorblue","practice","num0","typepractice","singlestim","12","72835","000010110","edm","paicipantresponseblue","correct","537","cat","67","cat","colorred","practice","num0","typepractice","singlestim","14","78582","000010130","edc","paicipantresponsered","correct","569","radio","67","radio","colorred","practice","num0","typepractice","singlestim","16","84359","000010150","edc","paicipantresponsered"
