esid,ctrl.n,ctrl.sd,ctrl.m,population.x,basicsleepcon.x,metaid.x,basicSTB.x,treat.n,treat.sd,treat.m,population.y,basicsleepcon.y,metaid.y,basicSTB.y,type
166,NA,NA,NA,Adult,Total sleep time,108,Suicidality,NA,NA,NA,Adult,Total sleep time,108,Suicidality,othergrp
167,NA,NA,NA,Adult,Insomnia,64,SA,NA,NA,NA,Adult,Insomnia,64,SA,othergrp
167,NA,NA,NA,Adult,Insomnia,64,SA,,NA,NA,Adult,Insomnia,64,SA,suic
167,NA,NA,NA,Adult,Insomnia,64,SA,NA,NA,NA,Adult,Insomnia,64,SA,case
168,NA,NA,NA,Adult,Insomnia,64,SA,NA,NA,NA,Adult,Insomnia,64,SA,othergrp
168,NA,NA,NA,Adult,Insomnia,64,SA,NA,NA,NA,Adult,Insomnia,64,SA,case
168,NA,NA,NA,Adult,Insomnia,64,SA,,NA,NA,Adult,Insomnia,64,SA,suic
169,NA,NA,NA,Adult,Insomnia,65,Suicidality,NA,NA,NA,Adult,Insomnia,65,Suicidality,case
169,NA,NA,NA,Adult,Insomnia,65,Suicidality,NA,NA,NA,Adult,Insomnia,65,Suicidality,othergrp
169,NA,NA,NA,Adult,Insomnia,65,Suicidality,,NA,NA,Adult,Insomnia,65,Suicidality,suic
170,NA,NA,NA,Adult,Nightmares,65,Suicidality,NA,NA,NA,Adult,Nightmares,65,Suicidality,case
170,NA,NA,NA,Adult,Nightmares,65,Suicidality,,NA,NA,Adult,Nightmares,65,Suicidality,suic
170,NA,NA,NA,Adult,Nightmares,65,Suicidality,NA,NA,NA,Adult,Nightmares,65,Suicidality,othergrp
171,NA,NA,NA,Adult,Insomnia,67,Suicidality,,NA,NA,Adult,Insomnia,67,Suicidality,suic
171,NA,NA,NA,Adult,Insomnia,67,Suicidality,NA,NA,NA,Adult,Insomnia,67,Suicidality,case
171,NA,NA,NA,Adult,Insomnia,67,Suicidality,NA,NA,NA,Adult,Insomnia,67,Suicidality,othergrp
172,NA,NA,NA,Adult,Insomnia,67,Suicidality,NA,NA,NA,Adult,Insomnia,67,Suicidality,othergrp
172,NA,NA,NA,Adult,Insomnia,67,Suicidality,,NA,NA,Adult,Insomnia,67,Suicidality,suic
172,NA,NA,NA,Adult,Insomnia,67,Suicidality,NA,NA,NA,Adult,Insomnia,67,Suicidality,case
173,NA,NA,NA,Adult,Insomnia,67,Suicidality,,NA,NA,Adult,Insomnia,67,Suicidality,suic
173,NA,NA,NA,Adult,Insomnia,67,Suicidality,NA,NA,NA,Adult,Insomnia,67,Suicidality,case
173,NA,NA,NA,Adult,Insomnia,67,Suicidality,NA,NA,NA,Adult,Insomnia,67,Suicidality,othergrp
174,NA,NA,NA,Adult,Insomnia,68,Suicidality,NA,NA,NA,Adult,Insomnia,68,Suicidality,case
174,NA,NA,NA,Adult,Insomnia,68,Suicidality,,NA,NA,Adult,Insomnia,68,Suicidality,suic
174,NA,NA,NA,Adult,Insomnia,68,Suicidality,NA,NA,NA,Adult,Insomnia,68,Suicidality,othergrp
175,NA,NA,NA,Adult,Insomnia,69,SD,93,NA,NA,Adult,Insomnia,69,SD,suic
175,NA,NA,NA,Adult,Insomnia,69,SD,NA,NA,NA,Adult,Insomnia,69,SD,othergrp
175,NA,NA,NA,Adult,Insomnia,69,SD,NA,NA,NA,Adult,Insomnia,69,SD,case
176,115,0.86,6.69,Adolescent,Sleep duration,72,SI,,NA,NA,Adolescent,Sleep duration,72,SI,suic
176,115,0.86,6.69,Adolescent,Sleep duration,72,SI,NA,NA,NA,Adolescent,Sleep duration,72,SI,othergrp
176,115,0.86,6.69,Adolescent,Sleep duration,72,SI,186,0.86,6.4,Adolescent,Sleep duration,72,SI,case
177,115,40,NA,Adult,Sleep quality ,75,SA,,NA,NA,Adult,Sleep quality ,75,SA,suic
177,115,40,NA,Adult,Sleep quality ,75,SA,NA,NA,NA,Adult,Sleep quality ,75,SA,othergrp
177,115,40,NA,Adult,Sleep quality ,75,SA,35,NA,NA,Adult,Sleep quality ,75,SA,case
178,NA,NA,NA,Adolescent,Sleep duration,80,SI,NA,NA,NA,Adolescent,Sleep duration,80,SI,case
178,NA,NA,NA,Adolescent,Sleep duration,80,SI,NA,NA,NA,Adolescent,Sleep duration,80,SI,othergrp
178,NA,NA,NA,Adolescent,Sleep duration,80,SI,,NA,NA,Adolescent,Sleep duration,80,SI,suic
179,NA,NA,NA,Adolescent,Sleep duration,80,SI,,NA,NA,Adolescent,Sleep duration,80,SI,suic
179,NA,NA,NA,Adolescent,Sleep duration,80,SI,NA,NA,NA,Adolescent,Sleep duration,80,SI,case
179,NA,NA,NA,Adolescent,Sleep duration,80,SI,NA,NA,NA,Adolescent,Sleep duration,80,SI,othergrp
180,NA,NA,NA,Adolescent,Sleep duration,80,SI,,NA,NA,Adolescent,Sleep duration,80,SI,suic
180,NA,NA,NA,Adolescent,Sleep duration,80,SI,NA,NA,NA,Adolescent,Sleep duration,80,SI,othergrp
180,NA,NA,NA,Adolescent,Sleep duration,80,SI,NA,NA,NA,Adolescent,Sleep duration,80,SI,case
181,NA,NA,NA,Adult,Nightmares,88,Suicidality,NA,NA,NA,Adult,Nightmares,88,Suicidality,othergrp
181,NA,NA,NA,Adult,Nightmares,88,Suicidality,NA,NA,NA,Adult,Nightmares,88,Suicidality,case
181,NA,NA,NA,Adult,Nightmares,88,Suicidality,,NA,NA,Adult,Nightmares,88,Suicidality,suic
182,NA,NA,NA,Adult,Insomnia,88,Suicidality,NA,NA,NA,Adult,Insomnia,88,Suicidality,othergrp
182,NA,NA,NA,Adult,Insomnia,88,Suicidality,NA,NA,NA,Adult,Insomnia,88,Suicidality,case
182,NA,NA,NA,Adult,Insomnia,88,Suicidality,,NA,NA,Adult,Insomnia,88,Suicidality,suic
183,NA,NA,NA,Adult,Total sleep time,93,SI,NA,NA,NA,Adult,Total sleep time,93,SI,case
183,NA,NA,NA,Adult,Total sleep time,93,SI,,NA,NA,Adult,Total sleep time,93,SI,suic
183,NA,NA,NA,Adult,Total sleep time,93,SI,NA,NA,NA,Adult,Total sleep time,93,SI,othergrp
184,NA,NA,NA,Adult,Total sleep time,93,SI,,NA,NA,Adult,Total sleep time,93,SI,suic
184,NA,NA,NA,Adult,Total sleep time,93,SI,NA,NA,NA,Adult,Total sleep time,93,SI,case
184,NA,NA,NA,Adult,Total sleep time,93,SI,NA,NA,NA,Adult,Total sleep time,93,SI,othergrp
185,NA,NA,NA,Adult,Sleep efficiency,93,SI,NA,NA,NA,Adult,Sleep efficiency,93,SI,othergrp
185,NA,NA,NA,Adult,Sleep efficiency,93,SI,,NA,NA,Adult,Sleep efficiency,93,SI,suic
185,NA,NA,NA,Adult,Sleep efficiency,93,SI,NA,NA,NA,Adult,Sleep efficiency,93,SI,case
186,NA,NA,NA,Adult,Sleep efficiency,93,SI,,NA,NA,Adult,Sleep efficiency,93,SI,suic
186,NA,NA,NA,Adult,Sleep efficiency,93,SI,NA,NA,NA,Adult,Sleep efficiency,93,SI,case
186,NA,NA,NA,Adult,Sleep efficiency,93,SI,NA,NA,NA,Adult,Sleep efficiency,93,SI,othergrp
187,NA,NA,NA,Adult,Sleep onset latency,93,SI,NA,NA,NA,Adult,Sleep onset latency,93,SI,case
187,NA,NA,NA,Adult,Sleep onset latency,93,SI,,NA,NA,Adult,Sleep onset latency,93,SI,suic
187,NA,NA,NA,Adult,Sleep onset latency,93,SI,NA,NA,NA,Adult,Sleep onset latency,93,SI,othergrp
188,NA,NA,NA,Adult,Sleep onset latency,93,SI,,NA,NA,Adult,Sleep onset latency,93,SI,suic
188,NA,NA,NA,Adult,Sleep onset latency,93,SI,NA,NA,NA,Adult,Sleep onset latency,93,SI,othergrp
188,NA,NA,NA,Adult,Sleep onset latency,93,SI,NA,NA,NA,Adult,Sleep onset latency,93,SI,case
189,NA,NA,NA,Adult,Sleep quality,93,SI,,NA,NA,Adult,Sleep quality,93,SI,suic
189,NA,NA,NA,Adult,Sleep quality,93,SI,NA,NA,NA,Adult,Sleep quality,93,SI,othergrp
189,NA,NA,NA,Adult,Sleep quality,93,SI,NA,NA,NA,Adult,Sleep quality,93,SI,case
190,20,0.99,3.4,Adult,REM,77,Suicidality,,NA,NA,Adult,REM,77,Suicidality,suic
190,20,0.99,3.4,Adult,REM,77,Suicidality,NA,NA,NA,Adult,REM,77,Suicidality,othergrp
190,20,0.99,3.4,Adult,REM,77,Suicidality,19,0.88,3.37,Adult,REM,77,Suicidality,case
191,20,28.32,58.1,Adult,REM,77,Suicidality,NA,NA,NA,Adult,REM,77,Suicidality,othergrp
191,20,28.32,58.1,Adult,REM,77,Suicidality,19,27.54,54.82,Adult,REM,77,Suicidality,case
191,20,28.32,58.1,Adult,REM,77,Suicidality,,NA,NA,Adult,REM,77,Suicidality,suic
192,20,26.7,75.05,Adult,REM,77,Suicidality,,NA,NA,Adult,REM,77,Suicidality,suic
192,20,26.7,75.05,Adult,REM,77,Suicidality,NA,NA,NA,Adult,REM,77,Suicidality,othergrp
192,20,26.7,75.05,Adult,REM,77,Suicidality,19,91,24.55,Adult,REM,77,Suicidality,case
193,20,63.08,117.38,Adult,REM,77,Suicidality,,NA,NA,Adult,REM,77,Suicidality,suic
193,20,63.08,117.38,Adult,REM,77,Suicidality,NA,NA,NA,Adult,REM,77,Suicidality,othergrp
193,20,63.08,117.38,Adult,REM,77,Suicidality,19,78.82,151.18,Adult,REM,77,Suicidality,case
194,20,0.47,1.5,Adult,REM,77,Suicidality,,NA,NA,Adult,REM,77,Suicidality,suic
194,20,0.47,1.5,Adult,REM,77,Suicidality,NA,NA,NA,Adult,REM,77,Suicidality,othergrp
194,20,0.47,1.5,Adult,REM,77,Suicidality,19,0.7,1.69,Adult,REM,77,Suicidality,case
195,20,7.07,15.48,Adult,REM,77,Suicidality,NA,NA,NA,Adult,REM,77,Suicidality,othergrp
195,20,7.07,15.48,Adult,REM,77,Suicidality,19,7.75,21,Adult,REM,77,Suicidality,case
195,20,7.07,15.48,Adult,REM,77,Suicidality,,NA,NA,Adult,REM,77,Suicidality,suic
196,20,16.61,22.33,Adult,REM,77,Suicidality,19,37.11,39.29,Adult,REM,77,Suicidality,case
196,20,16.61,22.33,Adult,REM,77,Suicidality,NA,NA,NA,Adult,REM,77,Suicidality,othergrp
196,20,16.61,22.33,Adult,REM,77,Suicidality,,NA,NA,Adult,REM,77,Suicidality,suic
197,20,0.48,1.24,Adult,REM,77,Suicidality,NA,NA,NA,Adult,REM,77,Suicidality,othergrp
197,20,0.48,1.24,Adult,REM,77,Suicidality,,NA,NA,Adult,REM,77,Suicidality,suic
197,20,0.48,1.24,Adult,REM,77,Suicidality,19,0.85,1.65,Adult,REM,77,Suicidality,case
198,NA,NA,NA,Adult,Insomnia,92,SA,,NA,NA,Adult,Insomnia,92,SA,suic
198,NA,NA,NA,Adult,Insomnia,92,SA,75,NA,NA,Adult,Insomnia,92,SA,case
198,NA,NA,NA,Adult,Insomnia,92,SA,313,NA,NA,Adult,Insomnia,92,SA,othergrp
199,NA,NA,NA,Adult,Nightmares,92,SA,35,NA,NA,Adult,Nightmares,92,SA,case
199,NA,NA,NA,Adult,Nightmares,92,SA,,NA,NA,Adult,Nightmares,92,SA,suic
199,NA,NA,NA,Adult,Nightmares,92,SA,353,NA,NA,Adult,Nightmares,92,SA,othergrp
200,NA,NA,NA,Adult,Insomnia,92,SA,NA,NA,NA,Adult,Insomnia,92,SA,case
200,NA,NA,NA,Adult,Insomnia,92,SA,NA,NA,NA,Adult,Insomnia,92,SA,othergrp
200,NA,NA,NA,Adult,Insomnia,92,SA,,NA,NA,Adult,Insomnia,92,SA,suic
201,NA,NA,NA,Adult,Insomnia + Nightmares,92,SA,NA,NA,NA,Adult,Insomnia + Nightmares,92,SA,othergrp
201,NA,NA,NA,Adult,Insomnia + Nightmares,92,SA,,NA,NA,Adult,Insomnia + Nightmares,92,SA,suic
201,NA,NA,NA,Adult,Insomnia + Nightmares,92,SA,NA,NA,NA,Adult,Insomnia + Nightmares,92,SA,case
202,NA,NA,NA,Adult,REM,90,SA,78,NA,NA,Adult,REM,90,SA,suic
202,NA,NA,NA,Adult,REM,90,SA,NA,NA,NA,Adult,REM,90,SA,case
202,NA,NA,NA,Adult,REM,90,SA,NA,NA,NA,Adult,REM,90,SA,othergrp
203,NA,NA,NA,Adult,REM,90,SA,78,NA,NA,Adult,REM,90,SA,suic
203,NA,NA,NA,Adult,REM,90,SA,NA,NA,NA,Adult,REM,90,SA,othergrp
203,NA,NA,NA,Adult,REM,90,SA,NA,NA,NA,Adult,REM,90,SA,case
204,NA,NA,NA,Adult,REM,90,SA,NA,NA,NA,Adult,REM,90,SA,othergrp
204,NA,NA,NA,Adult,REM,90,SA,NA,NA,NA,Adult,REM,90,SA,case
204,NA,NA,NA,Adult,REM,90,SA,78,NA,NA,Adult,REM,90,SA,suic
205,NA,NA,NA,Adult,Slow wave sleep,90,SA,NA,NA,NA,Adult,Slow wave sleep,90,SA,othergrp
205,NA,NA,NA,Adult,Slow wave sleep,90,SA,NA,NA,NA,Adult,Slow wave sleep,90,SA,case
205,NA,NA,NA,Adult,Slow wave sleep,90,SA,78,NA,NA,Adult,Slow wave sleep,90,SA,suic
206,NA,NA,NA,Adult,Baseline cortisol,90,SA,NA,NA,NA,Adult,Baseline cortisol,90,SA,case
206,NA,NA,NA,Adult,Baseline cortisol,90,SA,57,NA,NA,Adult,Baseline cortisol,90,SA,suic
206,NA,NA,NA,Adult,Baseline cortisol,90,SA,NA,NA,NA,Adult,Baseline cortisol,90,SA,othergrp
207,NA,NA,NA,Adolescent,Insomnia,130,SI,,NA,NA,Adolescent,Insomnia,130,SI,suic
207,NA,NA,NA,Adolescent,Insomnia,130,SI,NA,NA,NA,Adolescent,Insomnia,130,SI,othergrp
207,NA,NA,NA,Adolescent,Insomnia,130,SI,NA,NA,NA,Adolescent,Insomnia,130,SI,case
208,NA,NA,NA,Adolescent,Insomnia,130,SA,NA,NA,NA,Adolescent,Insomnia,130,SA,othergrp
208,NA,NA,NA,Adolescent,Insomnia,130,SA,NA,NA,NA,Adolescent,Insomnia,130,SA,case
208,NA,NA,NA,Adolescent,Insomnia,130,SA,,NA,NA,Adolescent,Insomnia,130,SA,suic
209,NA,NA,NA,Adolescent,Insomnia,130,SA,NA,NA,NA,Adolescent,Insomnia,130,SA,othergrp
209,NA,NA,NA,Adolescent,Insomnia,130,SA,NA,NA,NA,Adolescent,Insomnia,130,SA,case
209,NA,NA,NA,Adolescent,Insomnia,130,SA,,NA,NA,Adolescent,Insomnia,130,SA,suic
210,NA,NA,NA,Adult,Sleep disturbance,121,SD,NA,NA,NA,Adult,Sleep disturbance,121,SD,case
210,NA,NA,NA,Adult,Sleep disturbance,121,SD,NA,NA,NA,Adult,Sleep disturbance,121,SD,othergrp
210,NA,NA,NA,Adult,Sleep disturbance,121,SD,,NA,NA,Adult,Sleep disturbance,121,SD,suic
211,NA,NA,NA,Adult,Sleep quality,70,SA,,NA,NA,Adult,Sleep quality,70,SA,suic
211,NA,NA,NA,Adult,Sleep quality,70,SA,56,3.91,14.48,Adult,Sleep quality,70,SA,case
211,NA,NA,NA,Adult,Sleep quality,70,SA,50,7.09,10.18,Adult,Sleep quality,70,SA,othergrp
212,116,NA,NA,Adult,Sleep Disorder,169,SI,NA,NA,NA,Adult,Sleep Disorder,169,SI,othergrp
212,116,NA,NA,Adult,Sleep Disorder,169,SI,,NA,NA,Adult,Sleep Disorder,169,SI,suic
212,116,NA,NA,Adult,Sleep Disorder,169,SI,63,NA,NA,Adult,Sleep Disorder,169,SI,case
213,75,NA,NA,Adult,Insomnia,169,SI,NA,NA,NA,Adult,Insomnia,169,SI,othergrp
213,75,NA,NA,Adult,Insomnia,169,SI,,NA,NA,Adult,Insomnia,169,SI,suic
213,75,NA,NA,Adult,Insomnia,169,SI,32,NA,NA,Adult,Insomnia,169,SI,case
214,NA,NA,NA,Adolescent Adult,Sleep duration,61,SI,NA,NA,NA,Adolescent Adult,Sleep duration,61,SI,case
214,NA,NA,NA,Adolescent Adult,Sleep duration,61,SI,NA,NA,NA,Adolescent Adult,Sleep duration,61,SI,othergrp
214,NA,NA,NA,Adolescent Adult,Sleep duration,61,SI,,NA,NA,Adolescent Adult,Sleep duration,61,SI,suic
215,NA,NA,NA,Adolescent Adult,Sleep duration,61,SA,,NA,NA,Adolescent Adult,Sleep duration,61,SA,suic
215,NA,NA,NA,Adolescent Adult,Sleep duration,61,SA,NA,NA,NA,Adolescent Adult,Sleep duration,61,SA,othergrp
215,NA,NA,NA,Adolescent Adult,Sleep duration,61,SA,NA,NA,NA,Adolescent Adult,Sleep duration,61,SA,case
216,NA,NA,NA,Adolescent Adult,Sleep duration,61,SI,,NA,NA,Adolescent Adult,Sleep duration,61,SI,suic
216,NA,NA,NA,Adolescent Adult,Sleep duration,61,SI,NA,NA,NA,Adolescent Adult,Sleep duration,61,SI,othergrp
216,NA,NA,NA,Adolescent Adult,Sleep duration,61,SI,NA,NA,NA,Adolescent Adult,Sleep duration,61,SI,case
217,NA,NA,NA,Adolescent Adult,Sleep duration,61,SA,,NA,NA,Adolescent Adult,Sleep duration,61,SA,suic
217,NA,NA,NA,Adolescent Adult,Sleep duration,61,SA,NA,NA,NA,Adolescent Adult,Sleep duration,61,SA,othergrp
217,NA,NA,NA,Adolescent Adult,Sleep duration,61,SA,NA,NA,NA,Adolescent Adult,Sleep duration,61,SA,case
218,13,73.5,127.1,Adult,REM,3,SI,NA,NA,NA,Adult,REM,3,SI,othergrp
218,13,73.5,127.1,Adult,REM,3,SI,13,18.8,56.6,Adult,REM,3,SI,case
218,13,73.5,127.1,Adult,REM,3,SI,,NA,NA,Adult,REM,3,SI,suic
219,13,5.7,17.3,Adult,REM,3,SI,NA,NA,NA,Adult,REM,3,SI,othergrp
219,13,5.7,17.3,Adult,REM,3,SI,,NA,NA,Adult,REM,3,SI,suic
219,13,5.7,17.3,Adult,REM,3,SI,13,5.9,22.6,Adult,REM,3,SI,case
220,13,1.1,3.5,Adult,REM,3,SI,,NA,NA,Adult,REM,3,SI,suic
220,13,1.1,3.5,Adult,REM,3,SI,NA,NA,NA,Adult,REM,3,SI,othergrp
220,13,1.1,3.5,Adult,REM,3,SI,13,0.8,4.1,Adult,REM,3,SI,case
221,13,8.1,18.1,Adult,Slow wave sleep,3,SI,NA,NA,NA,Adult,Slow wave sleep,3,SI,othergrp
221,13,8.1,18.1,Adult,Slow wave sleep,3,SI,13,7.6,17.7,Adult,Slow wave sleep,3,SI,case
221,13,8.1,18.1,Adult,Slow wave sleep,3,SI,,NA,NA,Adult,Slow wave sleep,3,SI,suic
222,13,29.1,71.7,Adult,Slow wave sleep,3,SI,NA,NA,NA,Adult,Slow wave sleep,3,SI,othergrp
222,13,29.1,71.7,Adult,Slow wave sleep,3,SI,13,29.1,69.2,Adult,Slow wave sleep,3,SI,case
222,13,29.1,71.7,Adult,Slow wave sleep,3,SI,,NA,NA,Adult,Slow wave sleep,3,SI,suic
223,13,24.1,406.4,Adult,Total Sleep Time,3,SI,NA,NA,NA,Adult,Total Sleep Time,3,SI,othergrp
223,13,24.1,406.4,Adult,Total Sleep Time,3,SI,13,31.1,394.3,Adult,Total Sleep Time,3,SI,case
223,13,24.1,406.4,Adult,Total Sleep Time,3,SI,,NA,NA,Adult,Total Sleep Time,3,SI,suic
224,13,0.3,0.96,Adult,Sleep efficiency,3,SI,,NA,NA,Adult,Sleep efficiency,3,SI,suic
224,13,0.3,0.96,Adult,Sleep efficiency,3,SI,13,0.8,0.93,Adult,Sleep efficiency,3,SI,case
224,13,0.3,0.96,Adult,Sleep efficiency,3,SI,NA,NA,NA,Adult,Sleep efficiency,3,SI,othergrp
225,13,NA,NA,Adult,Dreams,3,SI,NA,NA,NA,Adult,Dreams,3,SI,othergrp
225,13,NA,NA,Adult,Dreams,3,SI,,NA,NA,Adult,Dreams,3,SI,suic
225,13,NA,NA,Adult,Dreams,3,SI,13,NA,NA,Adult,Dreams,3,SI,case
226,13,NA,NA,Adult,Dreams,3,SI,NA,NA,NA,Adult,Dreams,3,SI,othergrp
226,13,NA,NA,Adult,Dreams,3,SI,,NA,NA,Adult,Dreams,3,SI,suic
226,13,NA,NA,Adult,Dreams,3,SI,13,NA,NA,Adult,Dreams,3,SI,case
227,13,NA,NA,Adult,Dreams,3,SI,13,NA,NA,Adult,Dreams,3,SI,case
227,13,NA,NA,Adult,Dreams,3,SI,NA,NA,NA,Adult,Dreams,3,SI,othergrp
227,13,NA,NA,Adult,Dreams,3,SI,,NA,NA,Adult,Dreams,3,SI,suic
228,13,NA,NA,Adult,Dreams,3,SI,,NA,NA,Adult,Dreams,3,SI,suic
228,13,NA,NA,Adult,Dreams,3,SI,13,NA,NA,Adult,Dreams,3,SI,case
228,13,NA,NA,Adult,Dreams,3,SI,NA,NA,NA,Adult,Dreams,3,SI,othergrp
229,13,NA,NA,Adult,Dreams,3,SI,,NA,NA,Adult,Dreams,3,SI,suic
229,13,NA,NA,Adult,Dreams,3,SI,NA,NA,NA,Adult,Dreams,3,SI,othergrp
229,13,NA,NA,Adult,Dreams,3,SI,13,NA,NA,Adult,Dreams,3,SI,case
230,13,NA,NA,Adult,Dreams,3,SI,,NA,NA,Adult,Dreams,3,SI,suic
230,13,NA,NA,Adult,Dreams,3,SI,NA,NA,NA,Adult,Dreams,3,SI,othergrp
230,13,NA,NA,Adult,Dreams,3,SI,13,NA,NA,Adult,Dreams,3,SI,case
231,13,NA,NA,Adult,Dreams,3,SI,NA,NA,NA,Adult,Dreams,3,SI,othergrp
231,13,NA,NA,Adult,Dreams,3,SI,13,NA,NA,Adult,Dreams,3,SI,case
231,13,NA,NA,Adult,Dreams,3,SI,,NA,NA,Adult,Dreams,3,SI,suic
232,13,NA,NA,Adult,Dreams,3,SI,13,NA,NA,Adult,Dreams,3,SI,case
232,13,NA,NA,Adult,Dreams,3,SI,,NA,NA,Adult,Dreams,3,SI,suic
232,13,NA,NA,Adult,Dreams,3,SI,NA,NA,NA,Adult,Dreams,3,SI,othergrp
233,13,NA,NA,Adult,Dreams,3,SI,,NA,NA,Adult,Dreams,3,SI,suic
233,13,NA,NA,Adult,Dreams,3,SI,NA,NA,NA,Adult,Dreams,3,SI,othergrp
233,13,NA,NA,Adult,Dreams,3,SI,13,NA,NA,Adult,Dreams,3,SI,case
234,13,NA,NA,Adult,Dreams,3,SI,,NA,NA,Adult,Dreams,3,SI,suic
234,13,NA,NA,Adult,Dreams,3,SI,NA,NA,NA,Adult,Dreams,3,SI,othergrp
234,13,NA,NA,Adult,Dreams,3,SI,13,NA,NA,Adult,Dreams,3,SI,case
235,13,NA,NA,Adult,Dreams,3,SI,NA,NA,NA,Adult,Dreams,3,SI,othergrp
235,13,NA,NA,Adult,Dreams,3,SI,13,NA,NA,Adult,Dreams,3,SI,case
235,13,NA,NA,Adult,Dreams,3,SI,,NA,NA,Adult,Dreams,3,SI,suic
236,13,NA,NA,Adult,Dreams,3,SI,13,NA,NA,Adult,Dreams,3,SI,case
236,13,NA,NA,Adult,Dreams,3,SI,NA,NA,NA,Adult,Dreams,3,SI,othergrp
236,13,NA,NA,Adult,Dreams,3,SI,,NA,NA,Adult,Dreams,3,SI,suic
237,13,NA,NA,Adult,Dreams,3,SI,NA,NA,NA,Adult,Dreams,3,SI,othergrp
237,13,NA,NA,Adult,Dreams,3,SI,,NA,NA,Adult,Dreams,3,SI,suic
237,13,NA,NA,Adult,Dreams,3,SI,13,NA,NA,Adult,Dreams,3,SI,case
238,13,NA,NA,Adult,Dreams,3,SI,,NA,NA,Adult,Dreams,3,SI,suic
238,13,NA,NA,Adult,Dreams,3,SI,13,NA,NA,Adult,Dreams,3,SI,case
238,13,NA,NA,Adult,Dreams,3,SI,NA,NA,NA,Adult,Dreams,3,SI,othergrp
239,13,NA,NA,Adult,Dreams,3,SI,13,NA,NA,Adult,Dreams,3,SI,case
239,13,NA,NA,Adult,Dreams,3,SI,,NA,NA,Adult,Dreams,3,SI,suic
239,13,NA,NA,Adult,Dreams,3,SI,NA,NA,NA,Adult,Dreams,3,SI,othergrp
240,19,3.9,8.3,Adult,Sleep disturbance,5,Suicidality,22,2.9,13.4,Adult,Sleep disturbance,5,Suicidality,case
240,19,3.9,8.3,Adult,Sleep disturbance,5,Suicidality,NA,NA,NA,Adult,Sleep disturbance,5,Suicidality,othergrp
240,19,3.9,8.3,Adult,Sleep disturbance,5,Suicidality,,NA,NA,Adult,Sleep disturbance,5,Suicidality,suic
241,19,0.8,2.1,Adult,Sleep quality,5,Suicidality,NA,NA,NA,Adult,Sleep quality,5,Suicidality,othergrp
241,19,0.8,2.1,Adult,Sleep quality,5,Suicidality,,NA,NA,Adult,Sleep quality,5,Suicidality,suic
241,19,0.8,2.1,Adult,Sleep quality,5,Suicidality,22,0.4,2.7,Adult,Sleep quality,5,Suicidality,case
242,19,1,1.5,Adult,Sleep latency,5,Suicidality,,NA,NA,Adult,Sleep latency,5,Suicidality,suic
242,19,1,1.5,Adult,Sleep latency,5,Suicidality,22,0.8,2.6,Adult,Sleep latency,5,Suicidality,case
242,19,1,1.5,Adult,Sleep latency,5,Suicidality,NA,NA,NA,Adult,Sleep latency,5,Suicidality,othergrp
243,19,1.3,1.1,Adult,Sleep duration,5,Suicidality,,NA,NA,Adult,Sleep duration,5,Suicidality,suic
243,19,1.3,1.1,Adult,Sleep duration,5,Suicidality,NA,NA,NA,Adult,Sleep duration,5,Suicidality,othergrp
243,19,1.3,1.1,Adult,Sleep duration,5,Suicidality,22,1.1,2.4,Adult,Sleep duration,5,Suicidality,case
244,19,1.2,1,Adult,sleep efficiency,5,Suicidality,NA,NA,NA,Adult,sleep efficiency,5,Suicidality,othergrp
244,19,1.2,1,Adult,sleep efficiency,5,Suicidality,22,1,2.5,Adult,sleep efficiency,5,Suicidality,case
244,19,1.2,1,Adult,sleep efficiency,5,Suicidality,,NA,NA,Adult,sleep efficiency,5,Suicidality,suic
245,19,0.4,1.6,Adult,Sleep disturbance,5,Suicidality,NA,NA,NA,Adult,Sleep disturbance,5,Suicidality,othergrp
245,19,0.4,1.6,Adult,Sleep disturbance,5,Suicidality,22,0.6,1.6,Adult,Sleep disturbance,5,Suicidality,case
245,19,0.4,1.6,Adult,Sleep disturbance,5,Suicidality,,NA,NA,Adult,Sleep disturbance,5,Suicidality,suic
246,19,NA,NA,Adult,Nightmares,6,SA,NA,NA,NA,Adult,Nightmares,6,SA,othergrp
246,19,NA,NA,Adult,Nightmares,6,SA,11,NA,NA,Adult,Nightmares,6,SA,case
246,19,NA,NA,Adult,Nightmares,6,SA,,NA,NA,Adult,Nightmares,6,SA,suic
247,267400,NA,NA,Adult,Sleep Disorder,8,SD,,NA,NA,Adult,Sleep Disorder,8,SD,suic
247,267400,NA,NA,Adult,Sleep Disorder,8,SD,NA,NA,NA,Adult,Sleep Disorder,8,SD,othergrp
247,267400,NA,NA,Adult,Sleep Disorder,8,SD,2674,NA,NA,Adult,Sleep Disorder,8,SD,case
248,NA,NA,NA,Adult,sleep quality,12,Suicidality,199,NA,NA,Adult,sleep quality,12,Suicidality,othergrp
248,NA,NA,NA,Adult,sleep quality,12,Suicidality,294,NA,NA,Adult,sleep quality,12,Suicidality,case
248,NA,NA,NA,Adult,sleep quality,12,Suicidality,,NA,NA,Adult,sleep quality,12,Suicidality,suic
249,NA,NA,NA,Adult,Nightmares,1,Suicidality,34,1.8,2.9,Adult,Nightmares,1,Suicidality,othergrp
249,NA,NA,NA,Adult,Nightmares,1,Suicidality,29,2.1,4.2,Adult,Nightmares,1,Suicidality,case
249,NA,NA,NA,Adult,Nightmares,1,Suicidality,,NA,NA,Adult,Nightmares,1,Suicidality,suic
