esid,metaid,nosleep.findings,finding,year,first.author,sampletype,country,population,study.design,follow.up.yr,study.descript,totaln,time2.n,age.m,percentfemale,comparison,data.loc,sleepSTB.compareONLY,grp.notes,basicSTB,STBconstruct,STB.measure,STBmethod,STBdichot,sleepconstruct,addtinsom.sleep,basicsleepcon,sleep.measure,sleepmethod,sleepdichot,covar.adjusted,suicgrp.tot.n,suicgrp.m,suicgrp.sd,suicgrp.percent,suicgrp.corr,suicgrp.tau,suicgrp.StdBeta,sucigrp.b,suicgrp.SE,suicgrp.R2,suicgrp.HazR,scuigrp.RiskR,suicgrp.OR,suicgrp.CI.low,suicgrp.CI.high,suicgrp.tstat,scuigrp.X2,case.n,case.m,case.sd,case.percent,case.corr,case.StdBeta,case.OR,case.HazRatio,case.CI.low,case.CI.high,case.X2,case.tstat,ctrl.n,ctrl.m,ctrl.sd,ctrl.percent,ctrl.corr,ctrl.StdBeta,ctrl.OR,ctrl.CI.low,ctrl.CI.high,ctrl.tstat,ctrl.X2,othergrp.n,othergrp.m,othergrp.sd,othergrp.percent,othergrp.corr,othergrp.StdB,othergrp.OR,othergrp.CI.low,othergrp.CI.high,othergrp.tstat,othergrp.X2,othergrp2.n,othergrp2.m,othergrp2.sd,othergrp2.percent,othergrp2.corr,othergrp2.StdBeta,othergrp2.OR,othergrp2.CI.low,othergrp2.CI.high,othergrp2.tstat,othergrp2.X2,othergrp3.n,othergrp3.m,othergrp3.sd,othergrp3.percent,othergrp3.corr,othergrp3.StdBeta,othergrp3.OR,othergrp3.CI.low,othergrp3.CI.high,othergrp3.tstat,othergrp3.X2 
328,45,14,6,2017,Dolsen,Clinical,USA,Adult,Prospective,2 nights,Low suicidal grp=includes passive SI so not included in this doc,84,,26.6,53.57,SuicgrpvsPassiveSI,SuicGrpOthergrp,yes,SuicGrp: Active SI; Other grp: Passive SI,SI,SI,Quick Inventory of Depressive Symptomatology ,Self-report,Categorical,NREM Stage 1 (%),NREM,NREM,PSG,Objective,Continuous,no,37,3.7,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,4.5,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,45,14,7,2017,Dolsen,Clinical,USA,Adult,Prospective,2 nights,Low suicidal grp=includes passive SI so not included in this doc,84,,26.6,53.57,SuicgrpvsPassiveSI,SuicGrpOthergrp,yes,SuicGrp: Active SI; Other grp: Passive SI,SI,SI,Quick Inventory of Depressive Symptomatology ,Self-report,Categorical,NREM Stage 2 (%),NREM,NREM,PSG,Objective,Continuous,no,37,53.1,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,53,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,45,14,8,2017,Dolsen,Clinical,USA,Adult,Prospective,2 nights,Low suicidal grp=includes passive SI so not included in this doc,84,,26.6,53.57,SuicgrpvsPassiveSI,SuicGrpOthergrp,yes,SuicGrp: Active SI; Other grp: Passive SI,SI,SI,Quick Inventory of Depressive Symptomatology ,Self-report,Categorical,NREM Stage 2 (%),NREM,NREM,PSG,Objective,Continuous,no,37,16.2,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,14.8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,45,14,9,2017,Dolsen,Clinical,USA,Adult,Prospective,2 nights,Low suicidal grp=includes passive SI so not included in this doc,84,,26.6,53.57,SuicgrpvsPassiveSI,SuicGrpOthergrp,yes,SuicGrp: Active SI; Other grp: Passive SI,SI,SI,Quick Inventory of Depressive Symptomatology ,Self-report,Categorical,REM %,REM,REM,PSG,Objective,Continuous,no,37,24.2,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,24,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,45,14,10,2017,Dolsen,Clinical,USA,Adult,Prospective,2 nights,Low suicidal grp=includes passive SI so not included in this doc,84,,26.6,53.57,SuicgrpvsPassiveSI,SuicGrpOthergrp,yes,SuicGrp: Active SI; Other grp: Passive SI,SI,SI,Quick Inventory of Depressive Symptomatology ,Self-report,Categorical,REM Latency (min),REM,REM,PSG,Objective,Continuous,no,37,74.9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,87.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,45,14,11,2017,Dolsen,Clinical,USA,Adult,Prospective,2 nights,Low suicidal grp=includes passive SI so not included in this doc,84,,26.6,53.57,SuicgrpvsPassiveSI,SuicGrpOthergrp,yes,SuicGrp: Active SI; Other grp: Passive SI,SI,SI,Quick Inventory of Depressive Symptomatology ,Self-report,Categorical,Absolute EEG power - Beta,Beta,Beta,PSG,Objective,Continuous,no,37,,,,,,0.338,,0.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,45,14,12,2017,Dolsen,Clinical,USA,Adult,Prospective,2 nights,Low suicidal grp=includes passive SI so not included in this doc,84,,26.6,53.57,SuicgrpvsPassiveSI,SuicGrpOthergrp,yes,SuicGrp: Active SI; Other grp: Passive SI,SI,SI,Quick Inventory of Depressive Symptomatology ,Self-report,Categorical,Absolute EEG power - Alpha,Alpha,Alpha,PSG,Objective,Continuous,no,37,,,,,,0.413,,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,45,14,13,2017,Dolsen,Clinical,USA,Adult,Prospective,2 nights,Low suicidal grp=includes passive SI so not included in this doc,84,,26.6,53.57,SuicgrpvsPassiveSI,SuicGrpOthergrp,yes,SuicGrp: Active SI; Other grp: Passive SI,SI,SI,Quick Inventory of Depressive Symptomatology ,Self-report,Categorical,Absolute EEG power - Delta,Delta,Delta,PSG,Objective,Continuous,no,37,,,,,,0.012,,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,45,14,14,2017,Dolsen,Clinical,USA,Adult,Prospective,2 nights,Low suicidal grp=includes passive SI so not included in this doc,84,,26.6,53.57,SuicgrpvsPassiveSI,SuicGrpOthergrp,yes,SuicGrp: Active SI; Other grp: Passive SI,SI,SI,Quick Inventory of Depressive Symptomatology ,Self-report,Categorical,Absolute EEG power - Alpha-delta,Alpha-Delta,Alpha-Delta,PSG,Objective,Continuous,no,37,,,,,,0.365,,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,50,5,1,2016,Ferentinos,Clinical (SA only),Greece,Adult,Retrospective,2 weeks prior to admit,,127,,43.8,5.8,SuicGrp,SuicGrp,yes,,SA,SA,no measure,Medical Record,Categorical,Insomnia (temporally proximal),Insomnia,Insomnia,Unknown,Self-report,Continuous,no,127,8.5,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,50,5,2,2016,Ferentinos,Clinical (SA only),Greece,Adult,Retrospective,2 weeks prior to admit,,127,,43.8,5.8,SuicGrp,SuicGrp,yes,,SA,SA,no measure,Medical Record,Categorical,Insomnia Score (> 6),Insomnia,Insomnia,Unknown,Self-report,Categorical,no,127,,,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,50,5,3,2016,Ferentinos,Clinical (SA only),Greece,Adult,Retrospective,2 weeks prior to admit,,127,,43.8,5.8,SuicGrp,SuicGrp,yes,,SA,SA,no measure,Medical Record,Categorical,Sleep duration (hours),Sleep duration,Sleep duration,Unknown,Self-report,Continuous,no,127,6.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,50,5,4,2016,Ferentinos,Clinical (SA only),Greece,Adult,Retrospective,2 weeks prior to admit,,127,,43.8,5.8,SuicGrp,SuicGrp,yes,,SA,SA,no measure,Medical Record,Categorical,Sleep duration (<= 5 hrs),Sleep duration,Sleep duration,Unknown,Self-report,Categorical,no,127,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,50,5,5,2016,Ferentinos,Clinical (SA only),Greece,Adult,Retrospective,2 weeks prior to admit,,127,,43.8,5.8,SuicGrp,SuicGrp,yes,,SA,SA,no measure,Medical Record,Categorical,Insomnia Score (> 6) AND Sleep duration (<= 5 hrs),Insomia and sleep duration,Insomia and sleep duration,Unknown,Self-report,Categorical,no,127,,,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,144,16,1,2014,Soehner,Community,USA,Adult,Cross-sectional,,,687,,,,SuicGrp,SuicGrp,yes,,SI,SI,WHO-CIDI,Interview,Categorical,Hypersomnia,Hypersomnia,Hypersomnia,Quick Inventory of Depressive Symptoms-Self-Report ,Self-report,Categorical,no,44,,5.6,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,144,16,2,2014,Soehner,Community,USA,Adult,Cross-sectional,,,687,,,,SuicGrp,SuicGrp,yes,,SI,SI,WHO-CIDI,Interview,Categorical,Insomnia,Insomnia,Insomnia,Quick Inventory of Depressive Symptoms-Self-Report ,Self-report,Categorical,no,404,,2.9,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,144,16,3,2014,Soehner,Community,USA,Adult,Cross-sectional,,,687,,,,SuicGrp,SuicGrp,yes,,SI,SI,WHO-CIDI,Interview,Categorical,Insomnia + Hypersomnia,Sleep disturbance,Sleep disturbance,Quick Inventory of Depressive Symptoms-Self-Report ,Self-report,Categorical,no,184,,4,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,144,16,4,2014,Soehner,Community,USA,Adult,Cross-sectional,,,687,,,,SuicGrp,SuicGrp,yes,,SI,SI,WHO-CIDI,Interview,Categorical,No Sleep Problem,No Sleep Problem,No Sleep Problem,Quick Inventory of Depressive Symptoms-Self-Report ,Self-report,Categorical,no,55,,8.3,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,144,16,5,2014,Soehner,Community,USA,Adult,Cross-sectional,,,687,,,,SuicGrp,SuicGrp,yes,,SP,SP,WHO-CIDI,Interview,Categorical,Hypersomnia,Hypersomnia,Hypersomnia,Quick Inventory of Depressive Symptoms-Self-Report ,Self-report,Categorical,no,44,,5.9,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,144,16,6,2014,Soehner,Community,USA,Adult,Cross-sectional,,,687,,,,SuicGrp,SuicGrp,yes,,SP,SP,WHO-CIDI,Interview,Categorical,Insomnia,Insomnia,Insomnia,Quick Inventory of Depressive Symptoms-Self-Report ,Self-report,Categorical,no,404,,2.2,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,144,16,7,2014,Soehner,Community,USA,Adult,Cross-sectional,,,687,,,,SuicGrp,SuicGrp,yes,,SP,SP,WHO-CIDI,Interview,Categorical,Insomnia + Hypersomnia,Sleep disturbance,Sleep disturbance,Quick Inventory of Depressive Symptoms-Self-Report ,Self-report,Categorical,no,184,,3.5,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,144,16,8,2014,Soehner,Community,USA,Adult,Cross-sectional,,,687,,,,SuicGrp,SuicGrp,yes,,SP,SP,WHO-CIDI,Interview,Categorical,No Sleep Problem,No Sleep Problem,No Sleep Problem,Quick Inventory of Depressive Symptoms-Self-Report ,Self-report,Categorical,no,55,,2.8,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,144,16,9,2014,Soehner,Community,USA,Adult,Cross-sectional,,,687,,,,SuicGrp,SuicGrp,yes,,SA,Past year SA,WHO-CIDI,Interview,Categorical,Hypersomnia,Hypersomnia,Hypersomnia,Quick Inventory of Depressive Symptoms-Self-Report ,Self-report,Categorical,no,44,,5.4,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,144,16,10,2014,Soehner,Community,USA,Adult,Cross-sectional,,,687,,,,SuicGrp,SuicGrp,yes,,SA,Past year SA,WHO-CIDI,Interview,Categorical,Insomnia,Insomnia,Insomnia,Quick Inventory of Depressive Symptoms-Self-Report ,Self-report,Categorical,no,404,,2.1,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,144,16,11,2014,Soehner,Community,USA,Adult,Cross-sectional,,,687,,,,SuicGrp,SuicGrp,yes,,SA,Past year SA,WHO-CIDI,Interview,Categorical,Insomnia + Hypersomnia,Sleep disturbance,Sleep disturbance,Quick Inventory of Depressive Symptoms-Self-Report ,Self-report,Categorical,no,184,,3,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,144,16,12,2014,Soehner,Community,USA,Adult,Cross-sectional,,,687,,,,SuicGrp,SuicGrp,yes,,SA,Past year SA,WHO-CIDI,Interview,Categorical,No Sleep Problem,No Sleep Problem,No Sleep Problem,Quick Inventory of Depressive Symptoms-Self-Report ,Self-report,Categorical,no,55,,2.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,144,16,13,2014,Soehner,Community,USA,Adult,Cross-sectional,,,687,,,,SuicGrp,SuicGrp,yes,,SA,Lifetime SA,WHO-CIDI,Interview,Categorical,Hypersomnia,Hypersomnia,Hypersomnia,Quick Inventory of Depressive Symptoms-Self-Report ,Self-report,Categorical,no,44,,11.1,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,144,16,14,2014,Soehner,Community,USA,Adult,Cross-sectional,,,687,,,,SuicGrp,SuicGrp,yes,,SA,Lifetime SA,WHO-CIDI,Interview,Categorical,Insomnia,Insomnia,Insomnia,Quick Inventory of Depressive Symptoms-Self-Report ,Self-report,Categorical,no,404,,2.5,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,144,16,15,2014,Soehner,Community,USA,Adult,Cross-sectional,,,687,,,,SuicGrp,SuicGrp,yes,,SA,Lifetime SA,WHO-CIDI,Interview,Categorical,Insomnia + Hypersomnia,Sleep disturbance,Sleep disturbance,Quick Inventory of Depressive Symptoms-Self-Report ,Self-report,Categorical,no,184,,5.1,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,144,16,16,2014,Soehner,Community,USA,Adult,Cross-sectional,,,687,,,,SuicGrp,SuicGrp,yes,,SA,Lifetime SA,WHO-CIDI,Interview,Categorical,No Sleep Problem,No Sleep Problem,No Sleep Problem,Quick Inventory of Depressive Symptoms-Self-Report ,Self-report,Categorical,no,55,,3.2,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,82,12,1,2014,Kodaka,Clinical,Japan,Adult,Retrospective,,,194,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Sleep disturbance,Sleep disturbance,Sleep disturbance,no measure,Informant Report for SD; Interview for Ctrl,Categorical,no,,,,,,,,,,,,,,,,,,49,,,75.5,,,,,,,,,145,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,82,12,2,2014,Kodaka,Clinical,Japan,Adult,Retrospective,,,194,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Difficulty falling asleep,Difficulty initiating sleep,Insomnia,no measure,Informant Report for SD; Interview for Ctrl,Categorical,no,,,,,,,,,,,,,,,,,,49,,,36.7,,,,,,,,,145,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,82,12,3,2014,Kodaka,Clinical,Japan,Adult,Retrospective,,,194,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Interrupted Sleep,Sleep disturbance,Sleep disturbance,no measure,Informant Report for SD; Interview for Ctrl,Categorical,no,,,,,,,,,,,,,,,,,,49,,,30.6,,,,,,,,,145,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,82,12,4,2014,Kodaka,Clinical,Japan,Adult,Retrospective,,,194,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Early morning awakening,Early morning awakening,Insomnia,no measure,Informant Report for SD; Interview for Ctrl,Categorical,no,,,,,,,,,,,,,,,,,,49,,,28.6,,,,,,,,,145,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,82,12,5,2014,Kodaka,Clinical,Japan,Adult,Retrospective,,,194,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Lack of deep sleep,Lack of deep sleep,Lack of deep sleep,no measure,Informant Report for SD; Interview for Ctrl,Categorical,no,,,,,,,,,,,,,,,,,,49,,,40.8,,,,,,,,,145,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,82,12,6,2014,Kodaka,Clinical,Japan,Adult,Retrospective,,,194,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Day-night reversal,Day-night reversal,Day-night reversal,no measure,Informant Report for SD; Interview for Ctrl,Categorical,no,,,,,,,,,,,,,,,,,,49,,,6.1,,,,,,,,,145,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,82,12,7,2014,Kodaka,Clinical,Japan,Adult,Retrospective,,,194,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Other sleep problem,Sleep disturbance,Sleep disturbance,no measure,Informant Report for SD; Interview for Ctrl,Categorical,no,,,,,,,,,,,,,,,,,,49,,,18.4,,,,,,,,,145,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,82,12,8,2014,Kodaka,Clinical,Japan,Adult,Retrospective,,,194,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Frequency of SP: None,Frequency of sleep problems,Frequency of sleep problems,no measure,Informant Report for SD; Interview for Ctrl,Categorical,no,,,,,,,,,,,,,,,,,,49,,,24.5,,,,,,,,,145,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,82,12,9,2014,Kodaka,Clinical,Japan,Adult,Retrospective,,,194,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Frequency of SP: 1-2 days,Frequency of sleep problems,Frequency of sleep problems,no measure,Informant Report for SD; Interview for Ctrl,Categorical,no,,,,,,,,,,,,,,,,,,49,,,4.1,,,,,,,,,145,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,82,12,10,2014,Kodaka,Clinical,Japan,Adult,Retrospective,,,194,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Frequency of SP: 3-6 days,Frequency of sleep problems,Frequency of sleep problems,no measure,Informant Report for SD; Interview for Ctrl,Categorical,no,,,,,,,,,,,,,,,,,,49,,,8.2,,,,,,,,,145,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,82,12,11,2014,Kodaka,Clinical,Japan,Adult,Retrospective,,,194,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Frequency of SP: Everyday,Frequency of sleep problems,Frequency of sleep problems,no measure,Informant Report for SD; Interview for Ctrl,Categorical,no,,,,,,,,,,,,,,,,,,49,,,51,,,,,,,,,145,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,82,12,12,2014,Kodaka,Clinical,Japan,Adult,Retrospective,,,194,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Frequency of SP: Unknown,Frequency of sleep problems,Frequency of sleep problems,no measure,Informant Report for SD; Interview for Ctrl,Categorical,no,,,,,,,,,,,,,,,,,,49,,,12.2,,,,,,,,,145,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,29,1,1,2012,Chiu,Community,China,Adult,Cross-sectional,,263 is total N; the 87 is for people above 65,263,,60.7,47.9,SuicGrp,SuicGrp,yes,,SI,"Lifetime SI (""seriously"")",no measure,Self-report,Categorical,Insomnia,Insomnia,Insomnia,no measure,Self-report,Categorical,yes,,,,,,,,,,,,,4.2,1.4,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,31,3,1,2018,Chu,Community,USA,Adult,Cross-sectional,,,331,,35.7,58.6,SuicGrp,SuicGrp,yes,,Suicidality,Suicidality,Suicidal Behaviors Questionnaire–Revised (SBQ-R ,Self-report,Continuous,Sleep problems,Sleep disturbance,Sleep disturbance,PHQ-9,Self-report,Continuous,no,331,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,31,3,2,2018,Chu,Sub-sample: Community (Sexual Minority),USA,Adult,Cross-sectional,,,245,,,,SuicGrp,SuicGrp,yes,,Suicidality,Suicidality,Suicidal Behaviors Questionnaire–Revised (SBQ-R ,Self-report,Continuous,Sleep problems,Sleep disturbance,Sleep disturbance,PHQ-9,Self-report,Continuous,no,245,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,31,3,3,2018,Chu,Sub-sample: Community (Gender + Sexual Minority),USA,Adult,Cross-sectional,,,80,,,,SuicGrp,SuicGrp,yes,,Suicidality,Suicidality,Suicidal Behaviors Questionnaire–Revised (SBQ-R ,Self-report,Continuous,Sleep problems,Sleep disturbance,Sleep disturbance,PHQ-9,Self-report,Continuous,no,80,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,34,1,1,2014,Cole,Clinical (SD Only),USA,Adult,Cross-sectional,,,4379,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Poor sleep quality,Sleep quality ,Sleep quality ,Unknown,Informant Report,Categorical,no,,,,,,,,,,,,,,,,,,217,,,43.8,,,,,,,,,4162,,,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,44,1,1,2014,Dobscha,Military,USA,Adult,Cross-sectional,,,783,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Sleep disturbance,Sleep disturbance,Sleep disturbance,no measure,Medical Record,Categorical,no,,,,,,,,,,,,,,,,,,261,,,45.6,,,,,,,,,522,,,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,52,3,1,2014,Franic,Community,Croatia,Adolescent,Cross-sectional,,,791,,,,SuicGrp,SuicGrp,yes,comparig to no SP,SI,SI,no measure,Self-report,Categorical,Sleep problems (1-2),Sleep disturbance,Sleep disturbance,unior Eysenck Personality Questionnaire  Child Depression Inventory,Self-report,Categorical,no,,,,,,,,,,,,,3.22,1.46,7.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,52,3,2,2014,Franic,Community,Croatia,Adolescent,Cross-sectional,,,791,,,,SuicGrp,SuicGrp,yes,comparig to no SP,SI,SI,no measure,Self-report,Categorical,Sleep problems (3-4),Sleep disturbance,Sleep disturbance,unior Eysenck Personality Questionnaire  Child Depression Inventory,Self-report,Categorical,no,,,,,,,,,,,,,13.16,6.16,28.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,52,3,3,2014,Franic,Community,Croatia,Adolescent,Cross-sectional,,,791,,,,SuicGrp,SuicGrp,yes,comparing across the three groups,SI,SI,no measure,Self-report,Categorical,Comparing across (all types of sleep problems),Sleep disturbance,Sleep disturbance,unior Eysenck Personality Questionnaire  Child Depression Inventory,Self-report,Categorical,no,,,,,,,,,,,,,,,,,69.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,53,5,1,2005,Fujino,Community,China,Adults,Prospective,14 years,,13259,,,55.3,SuicGrp,SuicGrp,yes,comparing to those without,SD,Suicide Death,no measure,Medical Record,Categorical,Difficulty initiating sleep,Difficulty initiating sleep,Insomnia,No measure ,Self-report,Categorical,no,48,,,,,,,,,,,1.3,,0.6,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,53,5,2,2005,Fujino,Community,China,Adults,Prospective,14 years,,13259,,,55.3,SuicGrp,SuicGrp,yes,comparing to those without,SD,Suicide Death,no measure,Medical Record,Categorical,Difficulty maintaining sleep,Difficulty maintaining sleep,Insomnia,No measure ,Self-report,Categorical,no,48,,,,,,,,,,,2.4,,1.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,53,5,3,2005,Fujino,Community,China,Adults,Prospective,14 years,,13259,,,55.3,SuicGrp,SuicGrp,yes,comparing to those without,SD,Suicide Death,no measure,Medical Record,Categorical,Early final awaking,Early morning awakening,Insomnia,No measure ,Self-report,Categorical,no,48,,,,,,,,,,,1.4,,0.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,53,5,4,2005,Fujino,Community,China,Adults,Prospective,14 years,,13259,,,55.3,SuicGrp,SuicGrp,yes,comparing to those without,SD,Suicide Death,no measure,Medical Record,Categorical,Nonrestorative sleep,Nonrestorative sleep,Nonrestorative sleep,no measure,Self-report,Categorical,no,48,,,,,,,,,,,1,,0.5,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
