,treat.n,treat.sd,treat.m,population,basicsleepcon,esid,metaid,basicSTB,type
886,57,NA,NA,Adult,Baseline cortisol,206,90,SA,suic
887,,NA,NA,Adolescent,Insomnia,207,130,SI,suic
888,,NA,NA,Adolescent,Insomnia,208,130,SA,suic
889,,NA,NA,Adolescent,Insomnia,209,130,SA,suic
890,,NA,NA,Adult,Sleep disturbance,210,121,SD,suic
891,,NA,NA,Adult,Sleep quality,211,70,SA,suic
892,,NA,NA,Adult,Sleep Disorder,212,169,SI,suic
893,,NA,NA,Adult,Insomnia,213,169,SI,suic
894,,NA,NA,Adolescent Adult,Sleep duration,214,61,SI,suic
895,,NA,NA,Adolescent Adult,Sleep duration,215,61,SA,suic
896,,NA,NA,Adolescent Adult,Sleep duration,216,61,SI,suic
897,,NA,NA,Adolescent Adult,Sleep duration,217,61,SA,suic
898,,NA,NA,Adult,REM,218,3,SI,suic
899,,NA,NA,Adult,REM,219,3,SI,suic
900,,NA,NA,Adult,REM,220,3,SI,suic
901,,NA,NA,Adult,Slow wave sleep,221,3,SI,suic
902,,NA,NA,Adult,Slow wave sleep,222,3,SI,suic
903,,NA,NA,Adult,Total Sleep Time,223,3,SI,suic
904,,NA,NA,Adult,Sleep efficiency,224,3,SI,suic
905,,NA,NA,Adult,Dreams,225,3,SI,suic
906,,NA,NA,Adult,Dreams,226,3,SI,suic
907,,NA,NA,Adult,Dreams,227,3,SI,suic
908,,NA,NA,Adult,Dreams,228,3,SI,suic
909,,NA,NA,Adult,Dreams,229,3,SI,suic
910,,NA,NA,Adult,Dreams,230,3,SI,suic
911,,NA,NA,Adult,Dreams,231,3,SI,suic
912,,NA,NA,Adult,Dreams,232,3,SI,suic
913,,NA,NA,Adult,Dreams,233,3,SI,suic
914,,NA,NA,Adult,Dreams,234,3,SI,suic
915,,NA,NA,Adult,Dreams,235,3,SI,suic
916,,NA,NA,Adult,Dreams,236,3,SI,suic
917,,NA,NA,Adult,Dreams,237,3,SI,suic
918,,NA,NA,Adult,Dreams,238,3,SI,suic
919,,NA,NA,Adult,Dreams,239,3,SI,suic
920,,NA,NA,Adult,Sleep disturbance,240,5,Suicidality,suic
921,,NA,NA,Adult,Sleep quality,241,5,Suicidality,suic
922,,NA,NA,Adult,Sleep latency,242,5,Suicidality,suic
923,,NA,NA,Adult,Sleep duration,243,5,Suicidality,suic
924,,NA,NA,Adult,sleep efficiency,244,5,Suicidality,suic
925,,NA,NA,Adult,Sleep disturbance,245,5,Suicidality,suic
926,,NA,NA,Adult,Nightmares,246,6,SA,suic
927,,NA,NA,Adult,Sleep Disorder,247,8,SD,suic
928,,NA,NA,Adult,sleep quality,248,12,Suicidality,suic
929,,NA,NA,Adult,Nightmares,249,1,Suicidality,suic
930,,1.3,4.4,Adult,Insomnia,250,2,Suicidality,suic
931,,1.3,3.7,Adult,Hypersomnia,251,2,Suicidality,suic
932,,1.2,2.8,Adult,No Sleep Problem,252,2,Suicidality,suic
933,33,1.8,2.7,Adult,Sleep disturbance,253,3,Suicidality,suic
934,,NA,NA,Adult,Insomnia,254,7,SA,suic
935,,NA,NA,Adult,Insomnia,255,7,SA,suic
936,,NA,NA,Adult,Insomnia,256,7,SA,suic
937,,NA,NA,Adult,Nightmares,257,7,SA,suic
938,2948,NA,NA,Adolescent,Insomnia,258,9,SI,suic
939,2968,NA,NA,Adolescent,Insomnia,259,9,SP,suic
940,2991,NA,NA,Adolescent,Insomnia,260,9,SA,suic
941,,NA,NA,Adult,Insomnia,261,15,SD,suic
942,,NA,NA,Adult,Insomnia,262,15,SD,suic
943,,NA,NA,Adult,Insomnia,263,15,SD,suic
944,,NA,NA,Adult,Nonrestorative sleep,264,15,SD,suic
945,,NA,NA,Adult,No sleep disorder,265,16,SD,suic
946,,NA,NA,Adult,Insomnia,266,16,SD,suic
947,,NA,NA,Adult,Insomnia,267,16,SD,suic
948,,NA,NA,Adult,Insomnia,268,16,SD,suic
949,350,0.7,3,Adult,Insomnia,269,17,Suicidality,suic
950,,NA,NA,Adult,Sleep disturbance,270,13,SI,suic
951,157,NA,NA,Adult,Sleep problems,271,14,SD,suic
952,,NA,NA,Adult,Sleep duration,272,18,SA,suic
953,,NA,NA,Adult,Insomnia,273,19,SI,suic
954,,NA,NA,Adult,Sleep problems,274,20,SD,suic
955,183,NA,NA,Adult,Insomnia,275,24,SA,suic
956,,NA,NA,Adult,Sleep problems,276,31,Suicidality,suic
957,,NA,NA,Adult,Insomnia,277,32,SI,suic
958,,NA,NA,Adult,Sleep disturbance,278,32,Suicidality,suic
959,,NA,NA,Adult,Sleep disturbance,279,32,Suicidality,suic
960,,NA,NA,Adult,Insomnia,280,36,Suicidality,suic
961,,NA,NA,Adult,Nightmares,281,36,Suicidality,suic
962,,NA,NA,Adult,Insomnia,282,51,SA,suic
963,,NA,NA,Adult,Insomnia,283,51,SI,suic
964,,NA,NA,Adult,Insomnia,284,42,Suicidality,suic
965,,NA,NA,Adult,Sleep disturbance,285,42,Suicidality,suic
966,,NA,NA,Adult,Insomnia,286,42,Suicidality,suic
967,,NA,NA,Adolescent,Sleep duration,287,39,SI,suic
968,,NA,NA,Adolescent,Sleep duration,288,39,SP,suic
969,,NA,NA,Adolescent,Sleep duration,289,39,SA,suic
970,,NA,NA,Adolescent,Sleep duration,290,39,SI,suic
971,,NA,NA,Adolescent,Sleep duration,291,39,SP,suic
972,,NA,NA,Adolescent,Sleep duration,292,39,SA,suic
973,,NA,NA,Adolescent,Delta,293,35,Suicidality,suic
974,,NA,NA,Adolescent,Sleep latency,294,35,Suicidality,suic
975,,NA,NA,Adolescent,Delta,295,35,Suicidality,suic
976,,NA,NA,Adolescent,GH,296,35,Suicidality,suic
977,,NA,NA,Adolescent,GH,297,35,Suicidality,suic
978,,NA,NA,Adolescent,GH,298,35,Suicidality,suic
979,,NA,NA,Adolescent,GH,299,35,Suicidality,suic
980,,NA,NA,Adolescent,GH,300,35,Suicidality,suic
981,,NA,NA,Adolescent,GH,301,35,Suicidality,suic
982,,NA,NA,Adolescent,GH,302,35,Suicidality,suic
983,,NA,NA,Adolescent,GH,303,35,Suicidality,suic
984,,NA,NA,Adolescent,GH,304,35,Suicidality,suic
985,,NA,NA,Adolescent,GH,305,35,Suicidality,suic
986,,NA,NA,Adolescent,GH,306,35,Suicidality,suic
987,,NA,NA,Adolescent,GH,307,35,Suicidality,suic
988,,NA,NA,Adolescent,GH,308,35,Suicidality,suic
989,,NA,NA,Adolescent,GH,309,35,Suicidality,suic
990,,NA,NA,Adolescent,Delta,310,35,Suicidality,suic
991,,NA,NA,Adolescent,Sleep latency,311,35,Suicidality,suic
992,,NA,NA,Adolescent,Delta,312,35,Suicidality,suic
993,,NA,NA,Adolescent,Sleep,313,37,Suicidality,suic
994,,NA,NA,Adolescent,Time awake,314,37,Suicidality,suic
995,,NA,NA,Adolescent,Total sleep time,315,37,Suicidality,suic
996,,NA,NA,Adolescent,Stage 1,316,37,Suicidality,suic
997,,NA,NA,Adolescent,Stage 2,317,37,Suicidality,suic
998,,NA,NA,Adolescent,Stage 3,318,37,Suicidality,suic
999,,NA,NA,Adolescent,Stage 4,319,37,Suicidality,suic
1000,,NA,NA,Adolescent,REM,320,37,Suicidality,suic
1001,,NA,NA,Adolescent,REM,321,37,Suicidality,suic
1002,,NA,NA,Adolescent,REM,322,37,Suicidality,suic
1003,37,2.4,4.2,Adult,Insomnia,323,45,SI,suic
1004,37,35.2,410.6,Adult,Total sleep Time,324,45,SI,suic
1005,37,8.8,10.4,Adult,Sleep latency,325,45,SI,suic
1006,37,5.7,93.7,Adult,Sleep efficiency,326,45,SI,suic
1007,37,1.5,3.2,Adult,Awake,327,45,SI,suic
1008,37,2.8,3.7,Adult,NREM,328,45,SI,suic
1009,37,6.5,53.1,Adult,NREM,329,45,SI,suic
1010,37,7.3,16.2,Adult,NREM,330,45,SI,suic
1011,37,4.3,24.2,Adult,REM,331,45,SI,suic
1012,37,31,74.9,Adult,REM,332,45,SI,suic
1013,37,NA,NA,Adult,Beta,333,45,SI,suic
1014,37,NA,NA,Adult,Alpha,334,45,SI,suic
1015,37,NA,NA,Adult,Delta,335,45,SI,suic
1016,37,NA,NA,Adult,Alpha-Delta,336,45,SI,suic
1017,127,6.6,8.5,Adult,Insomnia,337,50,SA,suic
1018,127,NA,NA,Adult,Insomnia,338,50,SA,suic
1019,127,2.7,6.2,Adult,Sleep duration,339,50,SA,suic
1020,127,NA,NA,Adult,Sleep duration,340,50,SA,suic
1021,127,NA,NA,Adult,Insomia and sleep duration,341,50,SA,suic
1022,44,5.6,NA,Adult,Hypersomnia,342,144,SI,suic
1023,404,2.9,NA,Adult,Insomnia,343,144,SI,suic
1024,184,4,NA,Adult,Sleep disturbance,344,144,SI,suic
1025,55,8.3,NA,Adult,No Sleep Problem,345,144,SI,suic
1026,44,5.9,NA,Adult,Hypersomnia,346,144,SP,suic
1027,404,2.2,NA,Adult,Insomnia,347,144,SP,suic
1028,184,3.5,NA,Adult,Sleep disturbance,348,144,SP,suic
1029,55,2.8,NA,Adult,No Sleep Problem,349,144,SP,suic
1030,44,5.4,NA,Adult,Hypersomnia,350,144,SA,suic
1031,404,2.1,NA,Adult,Insomnia,351,144,SA,suic
1032,184,3,NA,Adult,Sleep disturbance,352,144,SA,suic
1033,55,2.5,NA,Adult,No Sleep Problem,353,144,SA,suic
1034,44,11.1,NA,Adult,Hypersomnia,354,144,SA,suic
1035,404,2.5,NA,Adult,Insomnia,355,144,SA,suic
1036,184,5.1,NA,Adult,Sleep disturbance,356,144,SA,suic
1037,55,3.2,NA,Adult,No Sleep Problem,357,144,SA,suic
1038,,NA,NA,Adult,Sleep disturbance,358,82,SD,suic
1039,,NA,NA,Adult,Insomnia,359,82,SD,suic
1040,,NA,NA,Adult,Sleep disturbance,360,82,SD,suic
1041,,NA,NA,Adult,Insomnia,361,82,SD,suic
1042,,NA,NA,Adult,Lack of deep sleep,362,82,SD,suic
1043,,NA,NA,Adult,Day-night reversal,363,82,SD,suic
1044,,NA,NA,Adult,Sleep disturbance,364,82,SD,suic
1045,,NA,NA,Adult,Frequency of sleep problems,365,82,SD,suic
1046,,NA,NA,Adult,Frequency of sleep problems,366,82,SD,suic
1047,,NA,NA,Adult,Frequency of sleep problems,367,82,SD,suic
1048,,NA,NA,Adult,Frequency of sleep problems,368,82,SD,suic
1049,,NA,NA,Adult,Frequency of sleep problems,369,82,SD,suic
1050,,NA,NA,Adult,Insomnia,370,29,SI,suic
1051,331,NA,NA,Adult,Sleep disturbance,371,31,Suicidality,suic
1052,245,NA,NA,Adult,Sleep disturbance,372,31,Suicidality,suic
1053,80,NA,NA,Adult,Sleep disturbance,373,31,Suicidality,suic
1054,,NA,NA,Adult,Sleep quality ,374,34,SD,suic
1055,,NA,NA,Adult,Sleep disturbance,375,44,SD,suic
1056,,NA,NA,Adolescent,Sleep disturbance,376,52,SI,suic
1057,,NA,NA,Adolescent,Sleep disturbance,377,52,SI,suic
1058,,NA,NA,Adolescent,Sleep disturbance,378,52,SI,suic
1059,48,NA,NA,Adult,Insomnia,379,53,SD,suic
1060,48,NA,NA,Adult,Insomnia,380,53,SD,suic
1061,48,NA,NA,Adult,Insomnia,381,53,SD,suic
1062,48,NA,NA,Adult,Nonrestorative sleep,382,53,SD,suic
1063,48,NA,NA,Adult,Insomnia,383,53,SD,suic
1064,,NA,NA,Adolescent,Sleep duration,384,54,SI,suic
1065,,NA,NA,Adolescent,Sleep duration,385,54,SI,suic
1066,,NA,NA,Adolescent,Sleep duration,386,54,SI,suic
1067,,NA,NA,Adolescent,Sleep duration,387,54,SI,suic
1068,,NA,NA,Adolescent,Sleep duration,388,54,SI,suic
1069,,NA,NA,Adolescent,Sleep duration,389,54,SI,suic
1070,,NA,NA,Adolescent,Sleep duration,390,54,SI,suic
1071,,NA,NA,Adolescent,Sleep disturbance,391,60,SD,suic
1072,,NA,NA,Adolescent,Insomnia,392,60,SD,suic
1073,,NA,NA,Adolescent,Insomnia,393,60,SD,suic
1074,,NA,NA,Adolescent,Insomnia,394,60,SD,suic
1075,,NA,NA,Adolescent,Insomnia,395,60,SD,suic
1076,,NA,NA,Adolescent,Circadian Reversal,396,60,SD,suic
1077,,NA,NA,Adolescent,Non-restorative Sleep,397,60,SD,suic
1078,,NA,NA,Adolescent,Hypersomnia,398,60,SD,suic
1079,,NA,NA,Adolescent,Sleep disturbance,399,60,SD,suic
1080,,NA,NA,Adolescent,Insomnia,400,60,SD,suic
1081,,NA,NA,Adolescent,Hypersomnia,401,60,SD,suic
1082,,NA,NA,Adult,Sleep disturbance,402,71,SA,suic
1083,,NA,NA,Adult,Sleep disturbance,403,71,SA,suic
1084,,NA,NA,Adult,Sleep disturbance,404,71,SA,suic
1085,,NA,NA,Adolescent,Nightmares,405,73,SI,suic
1086,,NA,NA,Adolescent,Sleep disturbance,406,73,SI,suic
1087,,NA,NA,Adult,Insomnia,407,74,Suicidality,suic
1088,,NA,NA,Adult,Insomnia,408,76,SI,suic
1089,,NA,NA,Adult,Insomnia,409,81,SI,suic
1090,,NA,NA,Adult,Sleep disturbance,410,81,SI,suic
1091,,NA,NA,Adolescent,Sleep duration,411,84,SA,suic
1092,,NA,NA,Adolescent,Sleep duration,412,84,SA,suic
1093,,NA,NA,Adolescent,Sleep duration,413,84,SA,suic
1094,,NA,NA,Adolescent,Sleep duration,414,84,SA,suic
1095,,NA,NA,Adolescent,Total sleep time,415,84,SA,suic
1096,,NA,NA,Adolescent,Total sleep time,416,84,SA,suic
1097,,NA,NA,Adolescent,Nightmares,417,84,SA,suic
1098,,NA,NA,Adolescent,Insomnia,418,84,SA,suic
1099,,NA,NA,Adolescent,Sleep disturbance,419,84,SA,suic
1100,,NA,NA,Adolescent,Sleep disturbance,420,84,SA,suic
1101,,NA,NA,Adolescent,Trouble waking,421,84,SA,suic
1102,,NA,NA,Adolescent,Insomnia,422,84,SA,suic
1103,,NA,NA,Adolescent,Night awakenings,423,84,SA,suic
1104,,NA,NA,Adolescent,Sleep disturbance,424,84,SA,suic
1105,,NA,NA,Adolescent,Trouble waking,425,84,SA,suic
1106,,NA,NA,Adult,Insomnia,426,86,SI,suic
1107,,NA,NA,Adult,Night awakenings,427,86,SI,suic
1108,,NA,NA,Adult,Trouble getting back to sleep,428,86,SI,suic
1109,,NA,NA,Adult,Sleep onset latency,429,86,SI,suic
1110,,NA,NA,Adult,Time in bed,430,86,SI,suic
1111,,NA,NA,Adult,Wake after sleep onset,431,86,SI,suic
1112,,NA,NA,Adult,Sleep efficiency,432,86,SI,suic
1113,,NA,NA,Adult,Nightmares,433,86,SI,suic
1114,,NA,NA,Adult,Nightmares,434,86,SI,suic
1115,,NA,NA,Adult,REM behavior disorder,435,86,SI,suic
1116,,NA,NA,Adult,Disruptive noises during sleep,436,86,SI,suic
1117,,NA,NA,Adult,Sleep quality ,437,87,SI,suic
1118,,NA,NA,Adult,Nightmares,438,87,SI,suic
1119,,NA,NA,Adult,Nightmares,439,87,SI,suic
1120,,NA,NA,Adult,Nightmares,440,87,SI,suic
1121,,NA,NA,Adult,Sleep quality,441,87,SA,suic
1122,,NA,NA,Adult,Nightmares,442,87,SA,suic
1123,,NA,NA,Adult,Nightmares,443,87,SA,suic
1124,,NA,NA,Adult,Nightmares,444,87,SA,suic
1125,252,NA,NA,Adult,Nightmares,445,91,SA,suic
1126,252,NA,NA,Adult,Insomnia,446,91,SA,suic
1127,252,NA,NA,Adult,Sleep disturbance,447,91,SA,suic
1128,12,NA,NA,Adult,Nightmares,448,91,SA,suic
1129,12,NA,NA,Adult,Insomnia,449,91,SA,suic
1130,12,NA,NA,Adult,Sleep disturbance,450,91,SA,suic
1131,130,NA,NA,Adult,Insomnia,451,91,SA,suic
1132,151,NA,NA,Adult,Insomnia,452,91,SA,suic
1133,480,NA,NA,Adult,Insomnia,453,91,SA,suic
1134,141,NA,NA,Adult,Nightmares,454,91,SA,suic
1135,104,NA,NA,Adult,Nightmares,455,91,SA,suic
1136,173,NA,NA,Adult,Nightmares,456,91,SA,suic
1137,,NA,NA,Adult,Sleep disturbance,457,94,SA,suic
1138,,NA,NA,Adolescent,Sleep duration,458,96,SI,suic
1139,,NA,NA,Adolescent,Sleep duration,459,96,SI,suic
1140,,NA,NA,Adolescent,Sleep duration,460,96,SI,suic
1141,,NA,NA,Adolescent,Sleep duration,461,96,SI,suic
1142,,NA,NA,Adolescent,Nightmares,462,96,SI,suic
1143,,NA,NA,Adolescent,Nightmares,463,96,SI,suic
1144,,NA,NA,Adolescent,Nightmares,464,96,SI,suic
1145,,NA,NA,Adolescent,Insomnia,465,96,SI,suic
1146,,NA,NA,Adolescent,Insomnia,466,96,SI,suic
1147,,NA,NA,Adolescent,Insomnia,467,96,SI,suic
1148,,NA,NA,Adolescent,Insomnia,468,96,SI,suic
1149,1169,NA,NA,Adult,Sleep duration,469,98,SA,suic
1150,777,NA,NA,Adult,Sleep duration,470,98,SA,suic
1151,771,NA,NA,Adult,Sleep duration,471,98,SA,suic
1152,,NA,NA,Adult,Insomnia,472,105,SD,suic
1153,,NA,NA,Adult,Hypersomnia,473,105,SD,suic
1154,1406,NA,NA,Adolescent,Sleep duration,474,107,SI,suic
1155,371,NA,NA,Adolescent,Sleep duration,475,107,SI,suic
1156,,NA,NA,Adult,Sleep disturbance,476,110,SI,suic
1157,,NA,NA,Adult,Sleep disturbance,477,110,SI,suic
1158,,NA,NA,Adult,Insomnia,478,111,Suicidality,suic
1159,,NA,NA,Adult,Insomnia,479,111,SA,suic
1160,,NA,NA,Adult,Nightmares,480,111,Suicidality,suic
1161,,NA,NA,Adult,Nightmares,481,111,SA,suic
1162,,NA,NA,Adult,Insomnia,482,111,SA,suic
1163,,NA,NA,Adult,Nightmares,483,111,SA,suic
1164,307,NA,NA,Adult,Insomnia,484,112,Suicidality,suic
1165,307,NA,NA,Adult,Insomnia,485,112,Suicidality,suic
1166,307,NA,NA,Adult,Nightmares,486,112,Suicidality,suic
1167,307,NA,NA,Adult,Nightmares,487,112,Suicidality,suic
1168,74,NA,NA,Adult,Insomnia,488,114,SI,suic
1169,74,NA,NA,Adult,Nightmares,489,114,SI,suic
1170,29,NA,NA,Adult,Insomnia,490,116,SI,suic
1171,17783,NA,NA,Adolescent,Sleep duration,491,118,SI,suic
1172,17783,NA,NA,Adolescent,Sleep duration,492,118,SI,suic
1173,17783,NA,NA,Adolescent,Sleep duration,493,118,SI,suic
1174,17783,NA,NA,Adolescent,Sleep duration,494,118,SI,suic
1175,17783,NA,NA,Adolescent,Sleep duration,495,118,SI,suic
1176,17783,NA,NA,Adolescent,Restorative Sleep,496,118,SI,suic
1177,17783,NA,NA,Adolescent,Restorative Sleep,497,118,SI,suic
1178,17783,NA,NA,Adolescent,Restorative Sleep,498,118,SI,suic
1179,4460,NA,NA,Adolescent,Sleep duration,499,118,SA,suic
1180,4460,NA,NA,Adolescent,Sleep duration,500,118,SA,suic
1181,4460,NA,NA,Adolescent,Sleep duration,501,118,SA,suic
1182,4460,NA,NA,Adolescent,Sleep duration,502,118,SA,suic
1183,4460,NA,NA,Adolescent,Restorative Sleep,503,118,SA,suic
1184,4460,NA,NA,Adolescent,Restorative Sleep,504,118,SA,suic
1185,4460,NA,NA,Adolescent,Restorative Sleep,505,118,SA,suic
1186,4460,NA,NA,Adolescent,Restorative Sleep,506,118,SA,suic
1187,226,NA,NA,Adult,Insomnia,507,119,SA,suic
1188,,NA,NA,Adult,Insomnia,508,120,SI,suic
1189,,NA,NA,Adult,Sleep latency,509,120,SI,suic
1190,,NA,NA,Adult,Wake after sleep onset,510,120,SI,suic
1191,,NA,NA,Adult,Night awakenings,511,120,SI,suic
1192,,NA,NA,Adult,Total sleep time,512,120,SI,suic
1193,,NA,NA,Adult,Sleep efficiency,513,120,SI,suic
1194,,NA,NA,Adult,Nocturnal leg jerks,514,120,SI,suic
1195,,NA,NA,Adult,Insomnia,515,122,SD,suic
1196,,NA,NA,Adult,Sleep quality,516,123,SI,suic
1197,,NA,NA,Adult,Sleep disturbance,517,143,SI,suic
1198,,NA,NA,Adult,Sleep quality,518,143,SI,suic
1199,,NA,NA,Adult,Sleep latency,519,143,SI,suic
1200,,NA,NA,Adult,Sleep duration,520,143,SI,suic
1201,,NA,NA,Adult,Sleep efficiency,521,143,SI,suic
1202,,NA,NA,Adult,Sleep disturbance,522,143,SI,suic
1203,,NA,NA,Adult,Sleep quality,523,154,SD,suic
1204,,NA,NA,Adult,Sleep quality,524,160,Suicidality,suic
1205,,NA,NA,Adult,Sleep quality,525,161,SI,suic
1206,,NA,NA,Adult,Sleep latency,526,161,SI,suic
1207,,NA,NA,Adult,Sleep duration,527,161,SI,suic
1208,,NA,NA,Adult,Sleep efficiency,528,161,SI,suic
1209,,NA,NA,Adult,Sleep disturbance,529,161,SI,suic
1210,,NA,NA,Adult,Sleep disturbance,530,161,SI,suic
1211,109,NA,NA,Adult,Insomnia,531,163,SI,suic
1212,39,NA,NA,Adult,Insomnia,532,163,SP,suic
1213,26,NA,NA,Adult,Insomnia,533,163,SA,suic
1214,116,NA,NA,Adult,Insomnia,534,163,SI,suic
1215,29,NA,NA,Adult,Insomnia,535,163,SP,suic
1216,30,NA,NA,Adult,Insomnia,536,163,SA,suic
1217,96,NA,NA,Adult,Insomnia,537,163,SI,suic
1218,33,NA,NA,Adult,Insomnia,538,163,SP,suic
1219,25,NA,NA,Adult,Insomnia,539,163,SA,suic
1220,30,NA,NA,Adolescent,Sleep disturbance,540,165,SI,suic
1221,30,NA,NA,Adolescent,Nightmares,541,165,SI,suic
1222,71,NA,NA,Adult,Insomnia,542,167,SI,suic
1223,620,NA,NA,Adult,Sleep duration,543,172,Suicidality,suic
1224,399,NA,NA,Adult,Circadian Disturbance,544,172,Suicidality,suic
1225,567,NA,NA,Adolescent,Sleep duration,545,178,SI,suic
1226,567,NA,NA,Adolescent,Sleep duration,546,178,SI,suic
1227,567,NA,NA,Adolescent,Sleep duration,547,178,SI,suic
1228,,NA,NA,Adult,Insomnia,548,179,SD,suic
1229,200,NA,NA,Adult,Nightwalking,549,187,SI,suic
1230,200,NA,NA,Adult,Sleep disturbance,550,187,SI,suic
1231,200,NA,NA,Adult,Sleep quality,551,187,SI,suic
1232,,NA,NA,Adult,Insomnia,552,188,SA,suic
1233,,NA,NA,Adult,Insomnia,553,188,SA,suic
1234,,NA,NA,Adult,Insomnia,554,190,SA,suic
1235,,NA,NA,Adult,Insomnia,555,190,SA,suic
1236,,NA,NA,Adult,Insomnia,556,190,SA,suic
1237,,NA,NA,Adult,Insomnia,557,190,SA,suic
1238,,NA,NA,Adult,Insomnia,558,190,SA,suic
1239,,NA,NA,Adult,Insomnia,559,190,SA,suic
1240,22,NA,NA,Adult,Insomnia,560,192,Suicidality,suic
1241,,NA,NA,Adult,Sleep quality,561,193,SA,suic
1242,1,079,NA,NA,Adult,Sleep duration,562,199,SI,suic
1243,,NA,NA,Adolescent,Sleep disturbance,563,201,SI,suic
1244,,NA,NA,Adolescent,Sleep disturbance,564,201,SI,suic
1245,24,NA,NA,Adult,Insomnia,565,200,SI,suic
1246,,NA,NA,Adolescent,Nightmares,566,202,SI,suic
1247,,NA,NA,Adolescent,Sleep disturbance,567,202,SI,suic
1248,,NA,NA,Adolescent,Sleep duration,568,202,SI,suic
1249,,NA,NA,Adolescent,Nightmares,569,202,SI,suic
1250,,NA,NA,Adolescent,Sleep disturbance,570,202,SI,suic
1251,,NA,NA,Adolescent,Sleep duration,571,202,SI,suic
1252,,NA,NA,Adult,Insomnia,572,204,SI,suic
1253,,NA,NA,Adult,Insomnia,573,210,SA,suic
1254,,NA,NA,Adolescent,Sleep duration,574,212,SI,suic
1255,,NA,NA,Adolescent,Sleep duration,575,212,SI,suic
1256,,NA,NA,Adolescent,Sleep duration,576,212,SI,suic
1257,,NA,NA,Adolescent,Sleep duration,577,212,SI,suic
1258,,NA,NA,Adolescent,Sleep duration,578,212,SI,suic
1259,,NA,NA,Adult,Sleep disturbance,579,214,SA,suic
1260,32,NA,NA,Adult,Insomnia,580,218,SD,suic
1261,,NA,NA,Adult,Insomnia,581,219,SA,suic
1262,1775,NA,NA,Adolescent,Sleep duration,582,220,SI,suic
1263,1775,NA,NA,Adolescent,Sleep duration,583,220,SI,suic
1264,1775,NA,NA,Adolescent,Sleep duration,584,220,SI,suic
1265,1775,NA,NA,Adolescent,Sleep duration,585,220,SI,suic
1266,1775,NA,NA,Adolescent,Sleep duration,586,220,SI,suic
1267,1775,NA,NA,Adolescent,Sleep duration,587,220,SI,suic
1268,1361,NA,NA,Adolescent,Sleep duration,588,220,SP,suic
1269,1361,NA,NA,Adolescent,Sleep duration,589,220,SP,suic
1270,1361,NA,NA,Adolescent,Sleep duration,590,220,SP,suic
1271,1361,NA,NA,Adolescent,Sleep duration,591,220,SP,suic
1272,1361,NA,NA,Adolescent,Sleep duration,592,220,SP,suic
1273,1361,NA,NA,Adolescent,Sleep duration,593,220,SP,suic
1274,839,NA,NA,Adolescent,Sleep duration,594,220,SA,suic
1275,839,NA,NA,Adolescent,Sleep duration,595,220,SA,suic
1276,839,NA,NA,Adolescent,Sleep duration,596,220,SA,suic
1277,839,NA,NA,Adolescent,Sleep duration,597,220,SA,suic
1278,839,NA,NA,Adolescent,Sleep duration,598,220,SA,suic
1279,839,NA,NA,Adolescent,Sleep duration,599,220,SA,suic
1280,2040,NA,NA,Adolescent,Sleep duration,600,220,SI,suic
1281,2040,NA,NA,Adolescent,Sleep duration,601,220,SI,suic
1282,2040,NA,NA,Adolescent,Sleep duration,602,220,SI,suic
1283,2040,NA,NA,Adolescent,Sleep duration,603,220,SI,suic
1284,2040,NA,NA,Adolescent,Sleep duration,604,220,SI,suic
1285,2040,NA,NA,Adolescent,Sleep duration,605,220,SI,suic
1286,1611,NA,NA,Adolescent,Sleep duration,606,220,SP,suic
1287,1611,NA,NA,Adolescent,Sleep duration,607,220,SP,suic
1288,1611,NA,NA,Adolescent,Sleep duration,608,220,SP,suic
1289,1611,NA,NA,Adolescent,Sleep duration,609,220,SP,suic
1290,1611,NA,NA,Adolescent,Sleep duration,610,220,SP,suic
1291,1611,NA,NA,Adolescent,Sleep duration,611,220,SP,suic
1292,931,NA,NA,Adolescent,Sleep duration,612,220,SA,suic
1293,931,NA,NA,Adolescent,Sleep duration,613,220,SA,suic
1294,931,NA,NA,Adolescent,Sleep duration,614,220,SA,suic
1295,931,NA,NA,Adolescent,Sleep duration,615,220,SA,suic
1296,931,NA,NA,Adolescent,Sleep duration,616,220,SA,suic
1297,931,NA,NA,Adolescent,Sleep duration,617,220,SA,suic
1298,,NA,NA,Adult,Insomnia,618,225,SI,suic
1299,,NA,NA,Adult,Insomnia,619,225,SI,suic
1300,,NA,NA,Adult,Nightmares,620,225,SI,suic
1301,,NA,NA,Adult,Nightmares,621,225,SI,suic
1302,141,NA,NA,Adolescent,Insomnia,622,238,SA,suic
1303,141,NA,NA,Adolescent,Hypersomnia,623,238,SA,suic
1304,,NA,NA,Adult,Sleep disturbance,624,242,SD,suic
1305,,NA,NA,Adult,Insomnia,625,245,SD,suic
1306,268,NA,NA,Adolescent,Sleep quality,626,257,SI,suic
1307,,NA,NA,Adult,Insomia,627,258,SA,suic
1308,,NA,NA,Adult,Nightmares,628,258,SA,suic
1309,,NA,NA,Adult,Insomnia,629,258,SA,suic
1310,,NA,NA,Adult,Nightmares,630,258,SA,suic
1311,,NA,NA,Adult,Nightmares,631,259,SI,suic
1312,,NA,NA,Adult,Insomnia,632,259,SI,suic
1313,,NA,NA,Adult,Sleep quality,633,261,SI,suic
1314,,NA,NA,Adolescent,Insomnia,634,263,SA,suic
1315,,NA,NA,Adult,Sleep disorder,635,264,SI,suic
